"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","id","app_id"
"13526","2005","11","01","Tuesday",0,"SB",20,2,"P",1,150,124,4,1,45,0.4209510759,200,20,3,75.546875,1.1642,3,"5",143.286033333333,0,"hold",-5418
"13527","2005","11","02","Wednesday",0,"SF",20,1,"R",1.15535,566.255833333333,343.345933333333,16.82613,1.09644,15.1123785714286,0,51.1216123809524,10.2944416666667,1.58713333333333,61.484375,1.0673,1.6759,"5",47.1995499999999,0,"hold",-5338
"13528","2005","11","02","Wednesday",0,"SO",21,2,"P",2,750,0,3,1,17,0,28.0155666666667,10,2,82.140625,1,2,"3",0,1,"hold",-5340
"13529","2005","11","02","Wednesday",1000,"SB",18,1.0872,"R",1.24145,673.510833333333,433.078716666667,18.5869166666667,1.1685,17.7617392857143,0.2601760468,61.2107,11.11684,0,53.2249609376,1.12,1.6174,"5",67.4579133333332,0,"hold",-5232
"13530","2005","11","02","Wednesday",0,"SC",27,1,"R",1,100,423.121106666667,3,2,14.8633416666667,0.1934403111,281,8.4528,0,61.125,1,2,"3",64,2,"hold",-5206
"13531","2005","11","02","Wednesday",0,"SF",23,5,"P",1,2200,2076,2,2,1,0.297861102,1,16,1,67.1875,2,1,"3",0,1,"hold",-5353
"13532","2005","11","02","Wednesday",0,"SF",21,3,"P",1.1923,725.91425,380.584563333333,22,1,6,0.1800641487,44.3776875,14,3,56.4140625,1.07613333333333,1.8449,"5",177.319783333333,0,"hold",-5231
"13533","2005","11","02","Wednesday",0,"SO",18,1,"P",1.25168333333333,481.224166666667,279.508963333333,15.6292933333333,1.12057857142857,8,0,48.8992683333333,15,0.20255,40.0859375,1,0,"5",57.3782999999999,0,"hold",-5258
"13534","2005","11","02","Wednesday",0,"SE",18,1,"P",1.1605,589.51,354.853646666667,20.377655,1.07940666666667,13,0.1315658968,44.54983,13,0,73.96875,1.0655,1.72588666666667,"5",35.5831466666665,0,"hold",-5200
"13535","2005","11","02","Wednesday",0,"SD",21,1,"P",1,956.060833333333,357.206366666667,3,2,20,0.1989468494,0,28,3,81.34375,1,1.47823,"3",0,2,"hold",-5407
"13536","2005","11","02","Wednesday",1,"SL",22,5,"P",1,1006.915,318.383008333333,2,3,27,0.0357038411,1,19,4,63.8203125,1,1,"3",0,2,"hold",-5432
"13537","2005","11","03","Thursday",1,"SO",23,1.3906,"R",1.1475,925.564,385.444725,18.053715,1.0762,13.51935,0,24.9210207142857,9.68164,1.65971666666667,51.0901535677283,1.0705,1.85596666666667,"4",31.0129833333331,0,"hold",-5431
"13538","2005","11","03","Thursday",0,"SB",25,1.5305,"R",1.18,949.531666666667,453.409656666666,7,1,14.3169333333333,0.2243287936,0,8.4122,1.38096666666667,63.9296875,1.1206,3,"3",0,1,"hold",-5262
"13539","2005","11","03","Thursday",2500,"SE",27,4,"R",1.3634,500,403,29,1,23.82125,0.0378575826,0,11.9693166666667,1,50.4609375,1,1.29705,"3",338,1,"hold",-5216
"13540","2005","11","03","Thursday",0,"SD",18,1,"P",1.2968,536.897083333333,406.1276,15.9331883333333,1.23622857142857,6,0.0628703027,39.9256333333333,0,0,47.1484375,1,1,"5",70.3070666666666,0,"hold",-5694
"13541","2005","11","03","Thursday",0,"SB",20,1,"P",1.3347,200,270.250708333333,15,2,9,0.4595622113,0,3,1.5966,46.5625,1,1.3546,"3",0,2,"hold",-5707
"13542","2005","11","03","Thursday",0,"SD",18,1,"P",1.22909166666667,517.086833333333,308.499325,23,1,19,0,30.1610416666667,2,0,60.9989873177083,1,1,"3",0,1,"hold",-5554
"13543","2005","11","03","Thursday",0,"SB",19,1,"P",1.25663333333333,100,200.017933333333,18,1,27,0.1536895349,25.4398266666667,23,2,75.734375,1,1,"3",0,1,"hold",-5716
"13544","2005","11","03","Thursday",1,"SO",29,1.3577,"R",1.1522,1218.72966666667,549.48094,18.1839,1.1141,12.630375,0,22.3320166666667,7.83785,1.647,47.9957037597729,1.0577,1.93943333333333,"5",39.0932166666665,0,"hold",-5704
"13545","2005","11","03","Thursday",0,"SF",21,4,"R",1.1987,811.8775,490.249941666667,19.4174,1.12884,12.8392666666667,0,36.86105,9.80335333333333,1.73961666666667,31.15234375,1.0576,1.55726666666667,"5",190.073133333333,0,"hold",-5712
"13546","2005","11","03","Thursday",1,"SO",22,2,"R",1.215225,830.249333333333,454.681931666667,19.49125,1.27577857142857,13.6993666666667,0.2356282556,31.41185,9.11015,1.69856666666667,47.8671875,1,0,"5",126.9294,0,"hold",-5684
"13547","2005","11","03","Thursday",2880,"SL",36,1,"H",1.4801,4427.795,1900.51508,10,1.9711,26.7660533333333,0,1,13.84265,4,72.609375,1.1964,2.13313333333333,"5",430.6053,0,"hold",-5467
"13548","2005","11","03","Thursday",1200,"SB",34,1.3916,"R",1,927.836166666667,597.23095,4,1,14.0558333333333,0.1668399083,49.0640766666667,7.7757,1.8058,69.09375,1,1,"3",0,1,"hold",-5618
"13549","2005","11","03","Thursday",0,"SB",21,3,"P",1.2017,730.370083333333,313.162354545454,18,1,14.7624,0,0,9.87400833333333,2.4879,25.953125,1.120675,2.22863333333333,"3",0,1,"hold",-5713
"13550","2005","11","03","Thursday",1,"SC",24,1,"R",2,700,495.142725,3,3,15.5317,0.1572613693,82.74215,9.4933,1.7631,10.94140625,1,1.3433,"3",0,3,"hold",-5701
"13551","2005","11","03","Thursday",0,"SN",39,2,"H",5,6150,2914,3,3,16.926675,0.1112796299,55,11.5082,3,59.1328125,2,1,"3",2531,2,"hold",-5508
"13552","2005","11","03","Thursday",0,"SM",22,1,"P",1.3496,764.811666666667,454.724958333333,21.092,1.8586,8.94838333333333,0.0511115665,107.4089,0,0,36.3515625,2,1,"5",133.812336666667,0,"hold",-5493
"13553","2005","11","03","Thursday",0,"SK",19,2,"P",1.30375,1250,0,9,2,8,0,38.02775,4,4,51.1171875,1,1.6555,"3",0,2,"hold",-5584
"13554","2005","11","03","Thursday",0,"SO",18,0.9748,"P",1.1299,494.655333333333,280.112933333333,17.66816,1.0547,6,0,30.9705547619048,8,0.1854,75.5,1.09495,1.954,"5",16.603533333333,0,"hold",-5562
"13555","2005","11","03","Thursday",0,"SN",20,3,"P",1.1969,756.573666666667,433.624846666667,26,1,12,0.1313386261,81,14,2,59.0390625,1.1152,2.1091,"3",0,1,"hold",-5534
"13556","2005","11","04","Friday",1,"SK",19,1.1818,"R",1.1743,757.591166666667,413.40605,18.53641,1.12025,14.9312916666667,0.051059348,34.1743333333333,9.18195833333334,1.23265833333333,51.3828125,1.05833333333333,1.71763333333333,"5",39.4591633333331,0,"hold",-5714
"13557","2005","11","04","Friday",0,"SF",20,1,"P",1.2271,782.0675,398.0494,10,1,3,0.1750417422,20,11.1408291666667,3,45.1171875,1,1.3105,"3",121,1,"hold",-5567
"13558","2005","11","04","Friday",0,"SN",18,1,"P",1,788.46,293.575275,2,1,5,0,0,22,0,16.91796875,2,0,"3",0,1,"hold",-5486
"13559","2005","11","04","Friday",1,"SE",38,1.3615,"R",1.2701,1567.46166666667,1182.43728666667,20.3588666666667,1.50005,11.4301166666667,0.0274719207,64.9162,8.2604,2.9602,10.32421875,1.1615,1.6698,"5",186.7614,0,"hold",-5666
"13560","2005","11","04","Friday",0,"SL",23,1.3499,"R",1.165,917.351333333333,492.224716666667,20.4464733333333,1.1267,13.481425,0,33.8487833333333,8.80735,1.82855,50.0553822754454,1.0501,1.66463333333333,"4",53.9223499999999,0,"hold",-5699
"13561","2005","11","04","Friday",560,"SC",22,1.3214,"R",1.1765,721.95375,444.044783333333,12,1,11.722075,0.1695191227,38.4174,8.77995,1.58683333333333,57.640625,1.1302,2.38423333333333,"3",0,1,"hold",-5530
"13562","2005","11","04","Friday",1,"SE",20,1,"R",1.280125,759.557833333333,474.503391666667,18.76825,1.1577,6,0.4888103791,39.09445,7.08685,1.9027,56.6875,1,1,"5",119.117213333333,0,"hold",-5608
"13563","2005","11","04","Friday",0,"SB",19,1,"P",1.1874,587.343333333333,352.981525,17,1.11655,11,0.2021244862,34,11,0,61.546875,1.0657,1.7257,"5",26.5275666666664,0,"hold",-5620
"13564","2005","11","04","Friday",0,"SF",20,2,"P",3,1200,0,2,2,19,0.0194879057,60,24,23,77.34375,2,1,"3",651,2,"hold",-5616
"13565","2005","11","04","Friday",1,"SB",18,1,"P",1,571.347416666667,307.796973333333,2,2,19,0,29.7188833333333,4,0.61195,21.609375,1,1,"3",0,2,"hold",-5705
"13566","2005","11","04","Friday",1,"SH",19,1,"P",1.3266,690.858166666667,294.389029545455,14,1,21,0.4515220709,0,26,0,40.75,1,1,"3",0,1,"hold",-5511
"13567","2005","11","04","Friday",1,"SB",19,2,"P",1.1942,550.166666666667,346.02558,51,1,54,0.1611139798,42.7801966666667,14,1.10975,71.5,1.12546666666667,1.77746666666667,"3",0,1,"hold",-5450
"13568","2005","11","04","Friday",500,"SO",23,2.4529,"P",1.3688,1464.39833333333,686.248941666667,27,1.60515,105,0.1323427116,61,15,4,83.671875,1.09386666666667,1.8396,"5",484.6437,0,"hold",-5526
"13569","2005","11","05","Saturday",1,"SL",19,1,"R",1.16275,703.639,400.868096666667,17.041105,1.12645,13.3329916666667,0,39.9230533333333,8.249275,1.13393333333333,44.5129045898999,1.0794,1.8087,"5",36.6749299999998,0,"hold",-5825
"13570","2005","11","05","Saturday",0,"SD",19,1,"P",1.473,653.70125,426.065721666666,26,1,13.793475,0.6703025661,125.458293333333,6.5225,0.932775,54.25,2,0,"3",0,1,"hold",-5811
"13571","2005","11","05","Saturday",0,"SC",31,1,"P",3,750,0,2,1,10,0.1757910447,0,2,3.00235,65.578125,2,0,"3",65,1,"hold",-5937
"13572","2005","11","05","Saturday",0,"SL",18,1,"P",1.19805,625.943,363.983966666667,16.7891633333333,1.1011,22,0.0213725035,41.02982,14,0.6973,77.484375,1.0576,1.94306666666667,"5",31.2064733333331,0,"hold",-5763
"13573","2005","11","05","Saturday",800,"SO",18,1.0236,"P",1.1566,711.687916666667,396.959038333333,20.3846083333333,1.12136666666667,10.922275,0,32.4200516666667,8.215795,0.8099,51.2245281087336,1.1181,1.9039,"4",38.6793666666665,0,"hold",-5746
"13574","2005","11","05","Saturday",0,"SO",23,1.315,"R",1.1326,965.394,407.53,18.7612,1.10454,13.1572392857143,0,25.5342933333333,9.25775,1.77438333333333,50.2074243164213,1.0539,1.88166666666667,"4",43.7498499999998,0,"hold",-5950
"13575","2005","11","05","Saturday",1000,"FT",37,1.4908,"R",1.248425,1224.36933333333,684.0402,22.453275,1.2808,13.2034,0,37.89746,9.1774,1.9611,45.9412729492192,1,1,"5",228.1084,0,"hold",-5894
"13576","2005","11","05","Saturday",0,"SL",20,1,"P",1.5929,776.074166666667,466.576943333333,12,2,4,0,4825,2,3,78.484375,2,0,"1",0,1,"hold",-5907
"13577","2005","11","05","Saturday",0,"SO",17,0,"P",1.22225,642.599166666667,420.3095,20.0010666666667,1.2078,3,0.6400304828,47.7296214285714,0,0.4845,14.4375,1.111575,1.61355,"5",45.5125366666665,0,"hold",-5721
"13578","2005","11","05","Saturday",0,"SO",18,1.0413,"P",1.18780857142857,529.06775,306.315252619048,15,1,9,0.0564339025,36.4912357142857,6,0.4863,58.8046875,1,1,"3",0,1,"hold",-5943
"13579","2005","11","05","Saturday",0,"SO",22,1,"P",2,2449.07166666667,1213.27112333333,3,3,9,0,0,16,16,87.796875,2,1,"3",0,3,"hold",-5747
"13580","2005","11","05","Saturday",0,"SA",19,2,"P",1,750,312.5698,2,1,26,0.4478992596,1,6,1.394505,54.5546875,1,1,"3",192,1,"hold",-5854
"13581","2005","11","05","Saturday",0,"SO",23,1,"P",1.257,1139.85416666667,546.158333333333,22,1.47058333333333,29,0,108.193866666667,21,4,79.546875,1.1436,4,"5",142.872833333333,0,"hold",-5803
"13582","2005","11","05","Saturday",0,"SD",20,2,"P",1,350,186,1,2,31,0,120,10,2,56.1953125,2,0,"3",232,2,"hold",-5793
"13583","2005","11","05","Saturday",100,"SO",18,0.8883,"P",1.2651,709.548333333333,361.580571666667,19.7319,1.2595,58,0.0224066111,51.67155,26,0,6.0673828125,1.087375,1.70053333333333,"5",89.3947466666665,0,"hold",-5818
"13584","2005","11","08","Tuesday",0,"SF",19,1,"R",1.1017,572.9265,373.498605,17.2255633333333,1.0952,13.08725,0,39.43481,8.933725,0.976833333333334,51.1242186523479,1.0577,1.62766666666667,"5",33.5115733333332,0,"hold",-5932
"13585","2005","11","08","Tuesday",1,"SA",19,1,"P",1.3217,1180.61833333333,533.204325,49,1,1,0,74.9555825,4,1,59.6588993490105,2,0,"3",844,1,"hold",-5780
"13586","2005","11","08","Tuesday",0,"SH",18,1,"R",1.1313,637.631333333333,384.866933333333,17.8961716666667,1.0712,13.1408833333333,0,33.4397166666667,9.102225,0.403483333333333,54.0007056152387,1.073625,1.62628666666667,"5",26.7881499999998,0,"hold",-5841
"13587","2005","11","08","Tuesday",1500,"SO",21,1.573,"R",1.215425,1047.87633333333,484.298466666666,20.423775,1.1601,13.09245,0,31.4601833333334,8.7971,1.86055,47.5171156738338,1.06816666666667,1.4028,"4",80.1881999999999,0,"hold",-5815
"13588","2005","11","08","Tuesday",0,"SA",21,2,"H",1.2373,1851.56,1084.68343333333,21.08715,1.35702857142857,14.7117,0,38.2295166666667,9.06545,2.54236666666667,28.5,1,0,"5",380.235866666667,0,"hold",-6037
"13589","2005","11","08","Tuesday",0,"SF",20,1,"R",1.15996666666667,640.294166666667,411.886783333333,17.52028,1.1282,12.8871333333333,0,43.00071,9.59320833333333,1.61175833333333,44.0078125,1,0,"5",84.2615333333332,0,"hold",-6164
"13590","2005","11","08","Tuesday",1,"SN",22,1,"P",1.16095,1016.23183333333,399.616918333333,17,1,13.3283166666667,0.0843670075,26.86535,11.8037,2.73355,39.4375,1.08955833333333,1.57046666666667,"3",0,1,"hold",-6073
"13591","2005","11","08","Tuesday",0,"SO",28,1,"R",1.1906,950,527,30,1,10.3576166666667,0.1040982162,41.7814457142857,7.64922916666667,1.9624,52.3671875,1,0,"3",0,1,"hold",-6056
"13592","2005","11","08","Tuesday",1000,"SO",21,1.7511,"R",3,250,603.615283333334,2,3,13.8398666666667,0.4546554806,140,8.24352,2.07366666666667,14.67578125,4,0,"3",393,3,"hold",-6165
"13593","2005","11","08","Tuesday",460,"SB",24,1.6339,"R",1,1011.49575,475.652825,5,1,1,0.0705027378,1,7.06458333333333,1.89943333333333,77.859375,1.14874166666667,2,"3",0,1,"hold",-5970
"13594","2005","11","08","Tuesday",1,"SA",17,1,"P",1.1727,620.52375,406.068425,18.8033916666667,1.11783,3,0.2340489011,46.6650841666667,1,0.3643,34.5625,1.06706666666667,1.4605,"5",46.3117133333332,0,"hold",-6027
"13595","2005","11","08","Tuesday",1,"SO",17,2,"P",1.201275,623.636166666667,347.575158333333,17.077425,1.132925,7,0.1932139527,31.76125,27,1.56826666666667,60.59375,1,0,"5",137.027533333333,0,"hold",-6034
"13596","2005","11","08","Tuesday",0,"SA",19,1,"P",1.151,518.285833333333,358.191288333333,16.3562683333333,1.1144625,12,0.068862651,42.7521516666667,3,0,47.671875,1,1,"5",50.6879566666666,0,"hold",-6024
"13597","2005","11","08","Tuesday",1120,"SB",21,4,"P",1.3209,1237.30833333333,516.319033333333,11,3,14,0.00101605,0,1,3,64.703125,1,0,"3",272,3,"hold",-6019
"13598","2005","11","08","Tuesday",500,"SO",19,1.3223,"P",1.21498333333333,704.663333333333,376.602816666667,19.90361,1.15105,17,0.0903176307,28.1763833333333,23,2,22.56640625,1.07036666666667,1.4017,"5",62.0585066666665,0,"hold",-6166
"13599","2005","11","08","Tuesday",0,"SE",18,1,"P",1.2508,673.409166666667,430.546291666667,16.8066,1.154125,26,0.1195231439,47.044,12,1,66.703125,2,0,"5",148.37817,0,"hold",-5952
"13600","2005","11","08","Tuesday",0,"SB",20,2,"P",1,150,209.997238333333,5,1,42,0.235560555,35,12,1,56.7109375,2,0,"3",0,1,"hold",-6140
"13601","2005","11","08","Tuesday",0,"SB",19,1,"P",1.18655,50,239.382833333333,9,1,47,0.0184724223,41.5608366666667,20,1,77.375,1,1,"3",0,1,"hold",-6048
"13602","2005","11","08","Tuesday",1860,"SM",31,1,"P",1.5405,3095.85666666667,1538.6409,78,1.8309,49,0.3547160514,189.7345,26,8.9525,77.984375,1.5583,1.5507,"5",428.83916,0,"hold",-6154
"13603","2005","11","09","Wednesday",1000,"SB",19,1.2344,"R",1.2022,766.48,417.588766666667,19.9117116666667,1.20834,16.07805,0,38.7099,9.0443,1.12741666666667,48.3947181641292,1.07243333333333,1.6234,"4",48.4012833333332,0,"hold",-6006
"13604","2005","11","09","Wednesday",500,"SH",28,1.3369,"R",1.1775,1036.04133333333,546.702366666667,20.92605,1.1386,14.3657666666667,0.0171847854,32.1733,8.79145,2.04065,61.46875,1.06596666666667,1.73743333333333,"5",56.8719666666665,0,"hold",-6060
"13605","2005","11","09","Wednesday",520,"SD",30,1.3068,"R",1.1939,1028.90333333333,623.4547,19.5136416666667,1.186,12.6158642857143,0.0490476066,40.2386,8.1405,1.99961666666667,48.2578125,1.0628,1.5399,"5",90.0065999999999,0,"hold",-6063
"13606","2005","11","09","Wednesday",1,"SB",22,1,"R",1,637.425083333333,432.233133333333,2,1.16133333333333,12.2953,0.6041501798,64.03746,7.772775,1.66913333333333,46.359375,1,1,"5",78.2935133333333,0,"hold",-5982
"13607","2005","11","09","Wednesday",0,"SF",21,1,"R",1.289125,2450,698.072075,13,2,21.73545,0,39,13.651,4.269,83.25,1,1.4263,"3",0,2,"hold",-6125
"13608","2005","11","09","Wednesday",60,"SO",20,1.1363,"R",1.3304,592.100833333333,391.353025,16.372,1.239825,17.21195,0.4652333306,54.84575,10.5132066666667,1.61496666666667,70.375,2,1,"5",102.240156666667,0,"hold",-6143
"13609","2005","11","09","Wednesday",1,"SL",24,6,"R",1,10050,2419,6,4,27,0.1177180763,56,18,7,48.9609375,1,0,"3",0,1,"hold",-6114
"13610","2005","11","10","Thursday",0,"SM",21,2,"R",1.168025,830.568666666667,432.473366666667,18.1928666666667,1.1464,14.4942642857143,0,30.0199833333333,9.90886666666667,1.62676666666667,51.7673180664115,1.0506,1.76493333333333,"5",97.1315666666665,0,"hold",-6031
"13611","2005","11","10","Thursday",0,"SE",23,1,"R",1.1368,796.858,450.506925,18.6473133333333,1.09424,13.7630476190476,0,33.9761533333333,9.41215,1.80666666666667,52.0642687988984,1.0508,1.73163333333333,"4",60.5258999999999,0,"hold",-6041
"13612","2005","11","10","Thursday",0,"SN",21,4,"R",1.155,869.405833333333,468.6796,20.8647516666667,1.1412,12.4159,0,33.56725,9.90346666666667,1.9804,53.125,1.0482,1.73656666666667,"5",162.0692,0,"hold",-6038
"13613","2005","11","10","Thursday",1,"SB",34,1.4388,"R",1.2606,1016.03508333333,794.4909,20.014875,1.3673,10.2646833333333,0.4305908242,50.06415,6.7712,1.8558,42.90625,1,0,"5",164.370606666667,0,"hold",-6084
"13614","2005","11","10","Thursday",1,"SN",28,3,"R",1,2050,1985,2,1,20.7664276190476,0,71,13.1994,3.6071,81.890625,1,1,"3",0,1,"hold",-6175
"13615","2005","11","10","Thursday",2,"SO",18,0.96,"P",1.13568333333333,483.51,287.344316666667,18.78433,1.07344,14.8393,0.2611971684,27.79806,11.91875,0.4173,63.234375,1.06683333333333,1.78362095238095,"5",18.2186399999997,0,"hold",-6091
"13616","2005","11","10","Thursday",0,"SA",19,2,"P",1.20016666666667,500,309.757679545455,8,1,8,0.2609593049,35,12,0,72.078125,1,2.0526,"3",447,1,"hold",-6142
"13617","2005","11","10","Thursday",0,"SE",19,1,"P",1.1804,607.350833333333,383.214308333333,18.4775166666667,1.09801857142857,9,0.0643581653,42.40157,14,2,69.359375,1,1,"5",103.23305,0,"hold",-6065
"13618","2005","11","10","Thursday",500,"SN",20,3,"P",1.2282,732.787833333333,389.069683333333,22,1,27,0,30.11172,5,2,71.859375,1.0816,1.73476666666667,"5",181.946,0,"hold",-5996
"13619","2005","11","10","Thursday",80,"SB",19,1.1089,"P",1.280625,700,217,14,3,46,0.4188866327,34.3624,18,0,62.8125,1,1.43923333333333,"3",0,3,"hold",-6097
"13620","2005","11","11","Friday",0,"SO",22,2,"P",1.20995833333333,300,370.64725,26,1,9,0.0118202374,36.8733190476191,9.0972,2.62773333333333,34.1875,1,1.3634,"3",326,1,"hold",-6207
"13621","2005","11","11","Friday",1,"SA",18,1,"P",1,500,294.183946212121,5,1,26,0.2678646697,0,17,1.38325,52.40625,1,3,"3",470,1,"hold",-6356
"13622","2005","11","11","Friday",0,"SF",19,1,"P",1.20255,635.88,412.410542878788,19.0057916666667,1.1534,13.2029,0.3820766211,38.7599516666667,8.455025,0,30.07421875,1.07436666666667,1.78096666666667,"5",39.4764799999998,0,"hold",-6395
"13623","2005","11","11","Friday",2,"SL",23,1,"R",1.189,1450,618.553733333333,20,1,10.2851952380952,0.0667720863,55,7.487,2.2575,53.140625,1.1039,1.8587,"3",0,1,"hold",-6264
"13624","2005","11","11","Friday",0,"SA",26,1,"R",8,250,606.573425,3,2,13.4142333333333,0.7646247204,177.7947,10.55845,4,34.2734375,4,0,"3",2,1,"hold",-6274
"13625","2005","11","11","Friday",0,"SC",21,1,"R",1,1231.75916666667,433.466556666667,2,3,23.6390583333333,0.0278465804,0,11.75495,1.95366666666667,67.375,1,1.47772666666667,"2",346,3,"hold",-6282
"13626","2005","11","11","Friday",1,"SO",18,0.914,"P",1.1541,571.557277777778,378.232216666667,19.3663516666667,1.09326666666667,2,0,40.2209766666667,7.3101,0.44825,77,1.0583,1.8788,"5",25.823853333333,0,"hold",-6457
"13627","2005","11","11","Friday",0,"SO",16,0.915,"P",1.1551,611.986111111111,372.60263,17.98805,1.09746666666667,2,0,37.48936,8.7194,0.41565,62.339768554738,1.0623,1.8441,"5",20.461313333333,0,"hold",-6243
"13628","2005","11","11","Friday",0,"SO",19,1,"P",1.1792,614.929226190476,404.109885,33,1,4,0.2072783574,48.2518080952381,7,1,70.234375,1.06457222222222,1.9114,"3",0,1,"hold",-6485
"13629","2005","11","11","Friday",0,"SE",20,1,"P",1,809.727083333333,453.948183333333,3,1,5,1.0784968138,0,10.5091,2.06433333333333,83.25,1.0723,2.0003,"2",75.8618999999999,0,"hold",-6385
"13630","2005","11","11","Friday",0,"SO",19,1.0432,"P",1.191,546.548166666667,338.322071666667,14,1,17,0,32.6387607142857,10.9374333333333,0.9249,50.2734375,1,1.33302333333333,"3",38,1,"hold",-6396
"13631","2005","11","11","Friday",1000,"SL",25,1,"P",1.5447,1250,1395,7,1,82,0.3976257369,169.22267,8,7,81.78125,2,1,"3",1,1,"hold",-6208
"13632","2005","11","12","Saturday",0,"FT",29,1,"P",1.1821,1046.67975,569.044508333333,20.787,1.14954,13.6054,0,33.8200633333333,10.7926625,2.22673333333333,54.8657966308696,1.0617,1.75413333333333,"4",73.4845166666665,0,"hold",-6251
"13633","2005","11","12","Saturday",0,"SH",20,1,"P",1.25760833333333,802.27,455.396783333333,31,1,21.80735,0.2089970945,37.5630133333333,14.08865,4,63.875,1,0,"3",0,1,"hold",-6231
