"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","na_prop","GOOD","id","app_id"
"10303","2005","08","11","Thursday",640,"SO",20,0.7414,"R",1.1271,1050.3925,770.6584,21.32566,1.2838,10.25215,0,42.0233285714286,6.80835,0,36.3984375,1.0489,2.383,"5",58.5854999999997,0,0.433333333333333,NA,"hold.minus",-1080
"10304","2005","08","11","Thursday",360,"SN",30,3,"R",1,400,764.094583333333,4,1,13.3005,0.0309224612,50,8.63746666666666,1.79935,63.0703125,1,2,"3",1862,1,0.166666666666667,NA,"hold.minus",-1069
"10305","2005","08","11","Thursday",720,"SC",38,0.8853,"R",1.34128333333333,1310.765,969.374875,20,1,11.33965,0.3915804848,112.530116666667,7.2206,2.78545,58.4609375,1.2438,3,"2",170.88305,0,0.366666666666667,NA,"hold.minus",-1051
"10306","2005","08","11","Thursday",0,"SH",27,3,"R",1.2401,1500,961,39,1,11.4123,0.1958088791,78.5324095238095,1,0,42.546875,1.179,2.3058,"3",0,0,0.2,NA,"hold.minus",-1061
"10307","2005","08","11","Thursday",0,"SN",32,0,"R",1,150,705.607736666667,5,2,14.6837,0.1602441208,7,7.48493333333333,1,78.28125,1,0,"3",0,0,0.133333333333333,NA,"hold.minus",-1090
"10308","2005","08","11","Thursday",1,"SH",20,2,"R",1.4856,1150,632.65804,10,2,12.44171,0.14729875,186,7.35081666666667,2,42.2734375,1,0,"3",830,2,0.166666666666667,NA,"hold.minus",-1084
"10309","2005","08","11","Thursday",0,"SM",26,0,"R",1.632,500,743,16,3,12.1179766666667,0.4440140789,181.369323333333,7.38403333333333,3,34.7890625,2,2,"3",0,0,0.166666666666667,NA,"hold.minus",-1066
"10310","2005","08","11","Thursday",1,"SE",38,1,"R",1.5595,976.7775,841.642516666667,18,3,9.99273333333333,0,143.918366666667,6.74276666666667,2,28.53125,2,0,"3",0,0,0.233333333333333,NA,"hold.minus",-1076
"10311","2005","08","11","Thursday",660,"SO",23,2,"R",1.2388,2500,2200,26,3,14.0613,0.1252207276,42.0034233333333,8.06303,2,67.328125,1,2,"3",0,0,0.166666666666667,NA,"hold.minus",-1047
"10313","2005","08","11","Thursday",0,"SN",22,0,"P",1.48076666666667,1101.52,739.012966666667,17,2,2,0.306212456,126,5,4,63.28125,1.3552,1.9733,"5",181.50945,0,0.233333333333333,NA,"hold.minus",-1067
"10314","2005","08","11","Thursday",1,"SO",19,1,"P",1.10165,633.6325,353.2391,29,1,7,0.1251277891,27.4437914285714,10.63018,0.992477777777778,31.9921875,1.049025,2.47705,"3",0,0,0.3,NA,"hold.minus",-1089
"10316","2005","08","11","Thursday",0,"SO",24,0,"P",1.10255,916.305,613.926075,28,1,10,0.0031897065,29.0437521428571,1,1,49.4140625,1.0694,2.5074,"5",32.1296599999997,0,0.266666666666667,NA,"hold.minus",-1086
"10317","2005","08","11","Thursday",400,"SL",22,0.9557,"P",1.1781,1217.0975,615.653233333333,10,3,14,0,51.555265,4,4,53.7709001953208,1,4,"1",0,1,0.233333333333333,NA,"hold.minus",-1083
"10320","2005","08","11","Thursday",0,"SD",19,0,"P",1.1089,150,0,8,1,37,0,37.31359,27,0,80.6875,1.119275,2.5213,"3",0,0,0.166666666666667,NA,"hold.minus",-1053
"10323","2005","08","12","Friday",440,"SO",18,0.4557,"P",1.1279,985.835,664.00345,21.82926,1.238,11.1487,0.0399748341,34.8714961904762,10.39195,0.7482,46.734375,1.0702,2.6049,"5",59.3567999999997,0,0.5,NA,"hold.minus",-1099
"10325","2005","08","12","Friday",0,"SA",24,2,"R",1,500,0,2,1.47,13.2682,0,38.7176709523809,8.62619333333333,0,58.3203125,2,1,"5",180.45575,0,0.2,NA,"hold.minus",-1130
"10326","2005","08","12","Friday",1,"SL",19,2,"R",1.1536,1128.3975,740.57302,8,1.33443333333333,11.3209516666667,0.1991648967,40,7.74923333333333,1.4731,54.21875,1.0986,3,"5",86.6911999999998,0,0.333333333333333,NA,"hold.minus",-1112
"10327","2005","08","12","Friday",2340,"SO",35,0,"R",1.3019,1173.705,892.481753333333,19,1,10.0856666666667,0.1621560492,64.5421166666667,7.145,2,34.8125,1,0,"3",0,0,0.233333333333333,NA,"hold.minus",-1126
"10328","2005","08","12","Friday",900,"SO",30,0,"R",1,1267.955,839.292925,2,2,16.4204,0.0764182729,41.6987666666667,9.707355,2.3539,93.375,1,3,"3",359,2,0.233333333333333,NA,"hold.minus",-1093
"10329","2005","08","12","Friday",0,"SO",23,1,"R",3,1056.5025,685.309033333333,2,5,2,0.0457834604,25,7.91620666666667,2.438,30.0859375,1.6758,2.01705,"3",0,0,0.233333333333333,NA,"hold.minus",-1115
"10330","2005","08","12","Friday",0,"SO",20,0,"P",1,521.446666666667,229.689,4,1,12,0,20,6,3,73.578125,1,2,"3",0,0,0.1,NA,"hold.minus",-1108
"10331","2005","08","12","Friday",0,"SC",17,0,"P",1.1165,958.885,643.2164,24.44486,1.24335,14,0.0538108841,39.0065980952381,20,0,75.609375,1.0576,2.5592,"5",46.3455999999996,0,0.333333333333333,NA,"hold.minus",-1105
"10337","2005","08","13","Saturday",0,"SA",19,0,"R",1.0901,1006.655,800.4185,19.72258,1.27953333333333,10.9114,0,45.3664607142857,7.99234,1.22063333333333,33.6328125,1.0369,2.3276,"5",66.3363999999997,0,0.433333333333333,NA,"hold.minus",-1132
"10338","2005","08","13","Saturday",1200,"SO",32,0.849,"R",1.18795,1417.2925,1045.298525,23.2803666666667,1.59723333333333,8.3195,0.070274211,58.9892619047619,6.74055,2.1889,35.2734375,1.0571,2.1833,"5",100.7581,0,0.466666666666667,NA,"hold.minus",-1138
"10339","2005","08","13","Saturday",0,"SD",30,0,"R",1,1333.485,1027.51235,2,2.0446,10.41695,0.2833236521,150.672416666667,7.0505,2.4089,57.1796875,2,0,"5",122.925475,0,0.3,NA,"hold.minus",-1139
"10340","2005","08","13","Saturday",0,"SC",25,1,"R",1.1366,1332,1081.4352,43,1.5492,12.5522,0.1708508409,0,8.48445,2.3113,46.625,1.0597,2.29015,"5",122.45965,0,0.366666666666667,NA,"hold.minus",-1135
"10341","2005","08","13","Saturday",0,"SO",43,0,"R",1.22265,6750,7502,18,1,9.3345,0.1115326839,50,8.34711666666667,9,41.875,1.07136666666667,2.39625,"3",0,0,0.2,NA,"hold.minus",-1157
"10343","2005","08","13","Saturday",0,"SO",18,0.184399999999999,"P",1.0705,393.310083333333,295.9649,30,1,31,0.1356762592,32.7921366666667,15,0.300155555555555,67.734375,1.0384,2.42845,"3",0,0,0.3,NA,"hold.minus",-1160
"10349","2005","08","16","Tuesday",920,"SH",21,0.8944,"R",1.2081,1144.5075,826.6804,22.85065,1.49043333333333,10.31145,0.179992775,58.7603297619048,7.0687,1.81495,41.125,1.0573,1.5981,"5",145.036625,0,0.466666666666667,NA,"hold.minus",-1196
"10352","2005","08","16","Tuesday",0,"SL",25,1,"H",1.43493333333333,2188.47,991.528836666667,7,1,13.7002,0.5276088361,115,9.10038333333333,3.622,21.21875,2,0,"3",0,1,0.233333333333333,NA,"hold.minus",-1176
"10353","2005","08","16","Tuesday",200,"SO",20,0,"P",1.24935,883.3975,663.2381,13,1,11.0233166666667,0.0746593364,52.6445333333333,8.73645666666667,1.72186666666667,35.6015625,1,1,"5",135.1596,0,0.333333333333333,NA,"hold.minus",-1215
"10354","2005","08","16","Tuesday",0,"SN",22,0,"R",1.2014,1093.95,738.18175,26,1,10.25465,0.1256775721,48.6247530952381,7.53953333333333,1.9008,47.265625,1.0525,2,"3",0,1,0.3,NA,"hold.minus",-1230
"10355","2005","08","16","Tuesday",0,"SN",23,1,"H",1,5950,1054,5,3,13.2863,0,54.3112714285714,8.49105833333333,3.0648,56.2890625,2,1,"3",2451,3,0.166666666666667,NA,"hold.minus",-1214
"10356","2005","08","16","Tuesday",0,"SN",28,0,"R",1.5145,7250,5921,21,3,10.4277,0.4780110354,0,8.132895,4,36.390625,1,0,"3",821,3,0.133333333333333,NA,"hold.minus",-1185
"10357","2005","08","16","Tuesday",1,"SO",21,0,"P",2.1609,1003.8275,662.743703333334,25,4,19.3800833333333,0.8775693774,116.6569,12,2.9935,37.171875,3,1,"3",0,1,0.266666666666667,NA,"hold.minus",-1221
"10358","2005","08","16","Tuesday",0,"SD",17,0,"P",1.368,961.9175,669.9875,20.8537333333333,1.33665,15.4877,0.1378169698,86.2823166666667,7.50641666666667,0,60.4765625,1,0,"5",128.48605,0,0.333333333333333,NA,"hold.minus",-1180
"10359","2005","08","16","Tuesday",1160,"SD",21,0,"P",1,300,397.622729166667,4,1,14.5939166666667,0,92.1912309523809,0,1.8034,58.734375,3,0,"3",0,0,0.166666666666667,NA,"hold.minus",-1170
"10362","2005","08","16","Tuesday",0,"SO",36,0,"R",1.4265,800,790.910966666667,13,2,6,0.0379527449,70.2133833333333,18,4.67185,31.43359375,1,1,"3",712,1,0.166666666666667,NA,"hold.minus",-1229
"10367","2005","08","16","Tuesday",0,"SO",17,0,"P",1.3029,872.715,668.7575,21.9618,1.3273,18,0.2827602997,57.3061361904762,9.491,0.3252,72.453125,1,0,"5",98.6562099999999,0,0.333333333333333,NA,"hold.minus",-1187
"10373","2005","08","17","Wednesday",0,"SK",18,0,"P",1.092,996.2175,650.76525,21.5906666666667,1.24233333333333,14.1796,0.0742773714,38.4479257142857,10.0950166666667,0.5798,71.15625,1.0399,2.5488,"5",56.2528999999997,0,0.433333333333333,NA,"hold.minus",-1234
"10376","2005","08","17","Wednesday",0,"SA",24,1,"R",1.22983333333333,200,0,13,1,14.8919266666667,0.1893491712,0,10.0982452380952,2,28.05859375,2,1,"3",0,1,0.166666666666667,NA,"hold.minus",-1259
"10377","2005","08","17","Wednesday",0,"SB",20,1,"P",1,200,292.75945,2,1,3,0.1016155668,0,3,3,86.171875,1.11155,3,"3",0,1,0.1,NA,"hold.minus",-1244
"10379","2005","08","17","Wednesday",0,"SO",23,0,"P",1.2772,1001.785,641.60625,10,1,26,0.2671871698,125,8,2.0691,50.2578125,1.1591,2.2908,"2",101.6603,0,0.266666666666667,NA,"hold.minus",-1250
"10384","2005","08","18","Thursday",0,"SB",20,1,"R",1.1633,973.6375,824.4671,19.18588,1.3065,9.9592,0.4336632257,57.9397928571428,6.97795,1.6147,41.5,1.0653,2.3414,"5",70.9440999999997,0,0.433333333333333,NA,"hold.minus",-1266
"10386","2005","08","18","Thursday",2300,"SL",25,0,"R",2,1256.935,935.97712,2,2,11.741,0,1,7.56125333333333,2.6056,57.0234375,2,1,"1",138,2,0.2,NA,"hold.minus",-1300
"10387","2005","08","18","Thursday",0,"SC",22,2,"P",1.2641,1078.875,850.66,21.8947,1.69311666666667,3,0.1210543991,68.5303280952381,6.614,2.51075,33.09375,1.0477,1.7762,"5",119.283475,0,0.4,NA,"hold.minus",-1279
"10388","2005","08","18","Thursday",0,"SO",43,0,"P",2,350,496,3,1,2,0.0999312289,108.538933333333,23,4.4223,58.96875,4,0,"3",0,1,0.1,NA,"hold.minus",-1280
"10393","2005","08","18","Thursday",200,"SC",24,0,"P",1.2631,1284.235,649.06677,10,5,24,0.2439665138,54.49965,9,6,57.296875,1,3,"2",0,2,0.166666666666667,NA,"hold.minus",-1294
"10415","2005","08","19","Friday",240,"SN",19,0,"R",1.43735,1049.67,800.60672,19.2347,1.55715,9.7155,0.4095062027,100.851428095238,7.4042,1.69205,42.28125,1.2707,1.991,"5",84.0472499999999,0,0.433333333333333,NA,"hold.minus",-1314
"10416","2005","08","19","Friday",0,"SD",20,0,"R",1.3666,1053.7825,781.5378,20.0423,1.43985,11.3804,0.0407882252,115.29255,7.39794666666666,1.47091666666667,35.1171875,1.2043,1.9896,"5",123.759,0,0.466666666666667,NA,"hold.minus",-1406
"10419","2005","08","19","Friday",1,"SA",19,0,"R",1.0716,964.76125,734.2312,20.2193433333333,1.24903333333333,10.58016,0,39.9172757142857,7.89585,1.2843,47.072624186203,1.0441,2.6014,"4",60.9277499999996,0,0.466666666666667,NA,"hold.minus",-1578
"10420","2005","08","19","Friday",1,"SE",28,0,"R",1.221,1149.815,893.56625,23.97255,1.49643333333333,9.8549,0.1722233868,50.6037447619047,6.9393,1.871,46.03125,1,1,"5",204.14755,0,0.4,NA,"hold.minus",-1422
"10421","2005","08","19","Friday",0,"SD",18,0,"P",1.1777,966.6075,650.2166,7,1.38613333333333,12.3012,0.4854541821,69,6.84835,0,45.953125,1.0757,2.5389,"5",58.7983499999997,0,0.333333333333333,NA,"hold.minus",-1585
"10422","2005","08","19","Friday",0,"SM",25,0,"R",1.4599,1370.505,929.604025,9,2.00093333333333,11.48966,0.4774518274,163.554333333333,6.85805,2.58145,35.1015625,1.2086,4,"5",240.021325,0,0.366666666666667,NA,"hold.minus",-1509
"10423","2005","08","19","Friday",0,"SN",38,0,"R",1.7073,250,919.0359,11,2.0679,9.93206,0.3266900759,198.086436666667,6.83043,2.40255,57.34375,2,1,"5",153.608991666667,0,0.3,NA,"hold.minus",-1531
"10424","2005","08","19","Friday",560,"SN",21,1,"R",1,2600,798.842433333333,2,1,13.2062,0.1845419724,0,9.01978333333333,2.3647,60.96875,1,1,"3",0,1,0.166666666666667,NA,"hold.minus",-1587
"10426","2005","08","19","Friday",0,"SD",27,0,"R",1.4168,10500,1116,8,1,13.5623083333333,0.3487370498,30,8.19367333333333,3.29505,6.5,1,1,"3",304,1,0.166666666666667,NA,"hold.minus",-1334
"10430","2005","08","19","Friday",0,"SC",23,1,"P",1.0969,1506.885,690.284083333333,47,1,20.80559,0.0559105631,34.8247323809524,14.0001,5,64.015625,1.0581,2.61485,"3",0,1,0.3,NA,"hold.minus",-1384
"10431","2005","08","19","Friday",0,"SN",47,0,"H",1.6239,11150,6386,15,2,18.7775666666667,0.7138157468,128.05731,12.0593233333333,21,71.625,1,1.56235,"3",666,1,0.2,NA,"hold.minus",-1583
"10432","2005","08","19","Friday",0,"SO",24,0,"R",1.6743,878.475,679.471186666667,19,2,10.1755,0,100,6.81234,2.2448,43.0892017578851,2,2,"3",0,1,0.266666666666667,NA,"hold.minus",-1471
"10434","2005","08","19","Friday",1,"SO",22,0,"P",1,250,375.474647619048,5,2,13.7871,0.4999264358,0,10.09766,2.3603,41.2265625,1,0,"3",252,2,0.166666666666667,NA,"hold.minus",-1524
"10436","2005","08","19","Friday",0,"SF",19,0,"P",1.1293,585.29,256.67795,16,2,2,0.0005944902,25.56359,14,2,85.765625,1,1.1666,"3",0,1,0.2,NA,"hold.minus",-1411
"10439","2005","08","19","Friday",0,"SB",18,0.125499999999999,"P",1.0967,827.6,590.7657,22.6728133333333,1.24926666666667,4,0.0447131002,42.1541647619048,20,0,33.2109375,1.0428,2.6432,"5",35.9963999999996,0,0.366666666666667,NA,"hold.minus",-1398
"10440","2005","08","19","Friday",0,"SO",18,0,"P",1,226.522916666667,171.713833333333,5,1,4,0.1033236631,39.9183944444445,2,0,57.03125,1,2,"3",0,1,0.133333333333333,NA,"hold.minus",-1593
"10442","2005","08","19","Friday",0,"SO",19,0,"P",1,363.415,192.137683333333,5,2,6,0,36.6519033333333,5,0,79.1875,1,1.51695,"3",0,1,0.166666666666667,NA,"hold.minus",-1560
"10443","2005","08","19","Friday",0,"SB",21,0,"P",1.103,611.035,293.829033333333,10,1,6,0.3504366316,0,23,2,58.140625,1.0641,4,"3",0,1,0.166666666666667,NA,"hold.minus",-1336
"10444","2005","08","19","Friday",1,"SC",18,0,"P",1.0728,908.815,574.7019,23.6206,1.25745,7,0.0120780518,31.23447,15,2,60.796875,1.0323,2.69974166666667,"5",30.5689999999996,0,0.333333333333333,NA,"hold.minus",-1361
"10445","2005","08","19","Friday",0,"SB",18,0.210999999999999,"P",1.1956,625.095,437.5852,23.2355,1.2969,7,0.0041504441,42.4415328571429,21,0,39.1953125,1,1,"5",63.4696249999999,0,0.3,NA,"hold.minus",-1588
"10446","2005","08","19","Friday",1,"SO",17,0,"P",1.1087,815.415833333333,614.7748,22.30538,1.26,8,0.2765573841,41.3467209523809,0,0,49.734375,1.0524,2.5528,"5",37.0910999999996,0,0.333333333333333,NA,"hold.minus",-1529
"10448","2005","08","19","Friday",0,"SC",20,0,"P",2,1053.305,566.58707,2,8,12,0.0677790586,50,3,3,64.828125,4,0,"2",0,1,0.133333333333333,NA,"hold.minus",-1335
"10450","2005","08","19","Friday",0,"SO",20,0,"P",1,950,0,4,1,14,0,27.334925,13,3,72.515625,1,0,"3",0,1,0.0666666666666667,NA,"hold.minus",-1592
"10454","2005","08","19","Friday",1,"SG",20,0,"P",1.134,750,741,13,1,15,0.3510847073,39.2791142857143,14,1,29.30078125,1.0624,2.7401,"3",0,1,0.166666666666667,NA,"hold.minus",-1391
"10455","2005","08","19","Friday",0,"SO",19,0,"P",1.0987,100,255.214183333333,16,1,15,0,29.2860466666667,9,1,54.1640625,1,1.26574090909091,"3",70,1,0.166666666666667,NA,"hold.minus",-1499
"10457","2005","08","19","Friday",0,"SH",19,0,"P",2,150,0,1,1,17,0,106.426816666667,4,2,61.5703125,1,1,"3",0,1,0.0666666666666667,NA,"hold.minus",-1405
"10460","2005","08","19","Friday",1,"SA",19,0,"P",1.1783,100,368.631216666667,14,3,19,0.0822442267,46.549815,13,2,74.125,1,1.40456666666667,"3",114,2,0.166666666666667,NA,"hold.minus",-1527
"10464","2005","08","19","Friday",0,"SO",20,0,"P",1.19,682.16,423.25842,12,2,25,0.1034801616,41,17,2,79.5,1,1.59215,"1",99,2,0.166666666666667,NA,"hold.minus",-1435
"10467","2005","08","19","Friday",0,"SA",19,0,"P",1.0414,465.71375,206.301616666667,10,1,31,0.1800531042,22.4941066666667,4,1,57.7734375,1.0444,4,"3",0,1,0.2,NA,"hold.minus",-1532
"10472","2005","08","19","Friday",0,"SM",18,0,"P",1.1556,462.633833333333,282.106583333334,20,1,53,0.2974902131,31.4980033333333,18,0,77.03125,1,1,"3",0,1,0.166666666666667,NA,"hold.minus",-1500
"10473","2005","08","19","Friday",10,"SB",19,0,"P",1.4817,907.8625,559.290106666667,13,4,56,0.2806823449,134,7,1.4553,64.890625,1,1.2693,"3",0,4,0.2,NA,"hold.minus",-1528
"10474","2005","08","19","Friday",0,"SC",22,0,"P",2,3750,2852,2,3,85,0.1484278566,0,28,4,63.0390625,1,2,"3",0,1,0.0333333333333333,NA,"hold.minus",-1594
"10484","2005","08","20","Saturday",0,"SO",20,0,"R",1.1496,1001.03,789.8165,21.89145,1.27046666666667,9.1765,0.1171854006,40.6623626190476,7.28425,1.504,54.9375,1.0336,2,"5",50.3079249999997,0,0.4,NA,"hold.minus",-1654
"10485","2005","08","20","Saturday",920,"SO",28,0,"P",1.1255,1057.6475,800.04805,23.0984,1.3638,8.681,0.1100956097,41.1812769047619,8.63165,2.2348,51.4609375,1.0588,2.2837,"5",58.2710999999997,0,0.433333333333333,NA,"hold.minus",-1683
"10486","2005","08","20","Saturday",0,"SD",18,0,"R",1.09445,1013.4875,692.01512,23.42323,1.2308,16.66035,0.0752069501,41.8140428571429,10.82723,0.6863,78.09375,1.0328,2.2797,"5",51.3691999999997,0,0.433333333333333,NA,"hold.minus",-1750
"10487","2005","08","20","Saturday",0,"SO",22,0.3321,"R",1.1009,1066.6175,841.15665,21.49581,1.31266666666667,9.2165,0.0135321969,47.5152416666667,7.08659,1.5619,36.171875,1.0449,2.3159,"5",38.5675999999997,0,0.5,NA,"hold.minus",-1785
"10490","2005","08","20","Saturday",1,"SO",22,0,"R",1.2405,669.64,511.5569,13,1,12.5948,0.1821257849,53.61735,8.16102,0,34.90625,1,0,"3",0,1,0.233333333333333,NA,"hold.minus",-1648
"10492","2005","08","20","Saturday",400,"SL",40,0,"R",1.22925,1973.605,1464.227975,53,1,14.1969333333333,0.6467392668,53.7694380952381,7.77005,0,53.0703125,1,1.41725,"3",546,1,0.266666666666667,NA,"hold.minus",-1635
"10493","2005","08","20","Saturday",0,"SD",40,1,"R",1.47,14900,5022,20,2,12.21425,0,250,7.85610833333333,3,54.8828125,1,3,"3",2273,2,0.133333333333333,NA,"hold.minus",-1838
"10494","2005","08","20","Saturday",0,"SB",18,0,"R",1,654.326333333333,365.594231666667,3,3,19.226375,0.1388890687,0,13.3910166666667,0,46.703125,2,1,"3",0,2,0.166666666666667,NA,"hold.minus",-1847
"10495","2005","08","20","Saturday",2,"SO",41,1,"R",2,1293.5875,821.222733333334,3,3,10.9938,0.1723254477,715,9.6813,8,54.84375,3,1,"3",102,2,0.166666666666667,NA,"hold.minus",-1711
"10496","2005","08","20","Saturday",1,"SO",16,0.114599999999999,"P",1.1159,821.625,576.37595,24.2198633333333,1.18756666666667,15.55069,0.2209945968,38.8672730952381,13.3438,0.317783333333333,55.671875,1.038,2.3043,"5",19.6395999999996,0,0.466666666666667,NA,"hold.minus",-1746
"10498","2005","08","20","Saturday",0,"SB",18,0,"P",1.4149,578.193333333333,470.2097,21,1,2,0.2379670455,84.40022,6.4109,0.5219,57.9296875,2,2,"3",0,1,0.233333333333333,NA,"hold.minus",-1781
"10499","2005","08","20","Saturday",1460,"SD",24,0,"R",2,1532.88,803.625225,4,2,2,0.1818632903,0,7.32022,0,30.18359375,3,1,"3",375,2,0.133333333333333,NA,"hold.minus",-1704
"10502","2005","08","20","Saturday",0,"SH",19,2,"P",1.1774,761.149166666667,289.643459285714,8,2,1,0.0282795223,0,13.5843,1,67.1875,1,3,"3",0,1,0.166666666666667,NA,"hold.minus",-1633
"10505","2005","08","20","Saturday",1,"SO",21,0,"P",1.0968,644.866666666667,395.474564285714,28,1,5,0,35.3110171428571,2,0,61.3718456054688,1.0671,2.383415,"3",0,1,0.266666666666667,NA,"hold.minus",-1857
"10506","2005","08","20","Saturday",0,"SB",18,0,"P",1.1076,807.1575,567.4392,22.8284,1.20521666666667,4,0.0563655585,39.5723914285714,15,0,60.7734375,1.0299,2.416,"5",21.3894047619043,0,0.333333333333333,NA,"hold.minus",-1841
"10507","2005","08","20","Saturday",0,"SD",19,0,"P",1.0964,916.8325,585.81265,23.2429883333333,1.21353333333333,6,0,36.2786942857143,17,1,72.9375,1.0282,2.3756,"5",36.5455999999996,0,0.366666666666667,NA,"hold.minus",-1685
"10509","2005","08","20","Saturday",0,"SF",18,0,"H",1.36515,1335.65166666667,630.953016666667,17,3,7,0.2412245246,48.19773,16,1,62.859375,1,1.1146,"3",0,2,0.2,NA,"hold.minus",-1681
"10514","2005","08","20","Saturday",0,"SF",19,0,"P",1.2847,903.531666666667,518.926666666667,34,1,9,0.428389743,92.9103,6,3,56.3515625,1.17255,1.8695,"3",0,1,0.233333333333333,NA,"hold.minus",-1798
"10518","2005","08","20","Saturday",0,"SC",18,0,"P",1.0588,542.68,235.016566666667,22,1,13,0,24.88263,21,2,82.25,1.0455,2.3634,"3",0,1,0.233333333333333,NA,"hold.minus",-1643
"10521","2005","08","20","Saturday",0,"SB",19,0,"P",1.1118,603.726666666667,249.406078571429,7,2,15,0.2697826503,0,18,1,63.359375,1,4,"3",0,1,0.133333333333333,NA,"hold.minus",-1848
"10522","2005","08","20","Saturday",0,"SO",18,0,"P",1.05686666666667,496.034666666667,172.4896,10,1,15,0.0223183411,20.8014914285714,27,0,67.59375,1.04005,4,"3",0,1,0.2,NA,"hold.minus",-1718
"10530","2005","08","20","Saturday",0,"SF",18,0,"P",1.1229,869.08,573.039,24.86998,1.21265,19,0.1784861879,37.7874,24,0.16275,76.296875,1.03365,2.1906,"5",20.8582333333329,0,0.366666666666667,NA,"hold.minus",-1842
"10532","2005","08","20","Saturday",0,"SC",27,0,"P",1.10238,200,249,12,1,23,0.2523714956,24.7604233333333,12,9,51.6171875,1.0359,2.51114,"3",0,1,0.166666666666667,NA,"hold.minus",-1753
"10533","2005","08","20","Saturday",0,"SF",20,0,"P",1.33048333333333,500,0,14,3,26,0,0,12,2,57.34375,1,1.61226666666667,"3",0,2,0.1,NA,"hold.minus",-1605
"10534","2005","08","20","Saturday",0,"SE",18,0,"P",1.11421666666667,943.5575,578.660525,23.79195,1.24625,27,0,37.2602828571429,19,0,62.8125,1.0261,2.2254,"5",31.3152047619044,0,0.333333333333333,NA,"hold.minus",-1856
"10535","2005","08","20","Saturday",1,"SC",20,0,"P",1.19915,636.866666666667,335.930230952381,9,2,27,0.6118072309,42.5570380952381,8,2,26.00390625,1,1.65166666666667,"3",0,1,0.2,NA,"hold.minus",-1679
"10538","2005","08","20","Saturday",0,"SO",19,0,"P",1.2362,500,124,6,2,29,0.3944221819,85,5,2,91.59375,1,3,"3",0,1,0.0666666666666667,NA,"hold.minus",-1824
