"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","id","app_id","GOOD"
"10998","2005","08","27","Saturday",1,"SO",18,0,"P",1,250,124,2,2,57,0,115,22,0,46.8125,1,4,"3",0,1,"hold",3240,NA
"10999","2005","08","27","Saturday",0,"SM",19,0,"P",2,550,1521,29,2,43,0,26,18,0,67.203125,2,2,"4",193,0,"hold",3191,NA
"11000","2005","08","27","Saturday",300,"SH",21,2,"P",1,1900,0,28,2,3,0.0656025994,1,0,0,60.265625,2,1,"5",33,0,"hold",3206,NA
"11001","2005","08","27","Saturday",1,"SH",18,0,"P",1,250,0,21,1,21,0.0390464601,70,15,1,29.28515625,1,0,"5",2329,0,"hold",-3276,NA
"11002","2005","08","27","Saturday",0,"SO",22,0,"R",1,850,0,10,1,1,0,0,6,0,61.3984375,1,1,"5",190,0,"hold",3333,NA
"11003","2005","08","27","Saturday",0,"SK",23,0,"R",1,2200,0,14,1,30,0.0384053165,1,14,0,75.921875,1,0,"5",0,0,"hold",3375,NA
"11004","2005","08","27","Saturday",0,"SL",30,0,"R",1,500,34,3,1,9,0.0994079255,0,0,0,26.4921875,1,3,"5",126,0,"hold",3416,NA
"11005","2005","08","27","Saturday",0,"SH",22,0,"R",1,1050,1085,5,1,57,0,45,6,0,78.75,2,2,"3",0,1,"hold",3246,NA
"11006","2005","08","27","Saturday",0,"SM",23,0,"R",1,700,681,13,1,10,0,17,3,0,50.5703125,2,0,"3",0,1,"hold",3255,NA
"11007","2005","08","27","Saturday",10,"SM",18,0,"P",2,100,31,56,1,3,0.0328312102,30,0,0,70.671875,1,2,"3",0,1,"hold",3306,NA
"11008","2005","08","27","Saturday",0,"SB",21,1,"P",1,200,1,10,2,5,0.1616962906,136,5,9,53.65625,1,4,"3",63,2,"hold",-3227,NA
"11009","2005","08","27","Saturday",0,"SN",28,0,"R",1,1200,807,12,3,17,0.1377145364,41,0,2,56.765625,2,0,"3",0,1,"hold",-3248,NA
"11010","2005","08","27","Saturday",0,"SL",38,1,"H",2,7600,7502,4,4,3,0.340683097,745,4,7,77.609375,3,1,"3",0,1,"hold",-3397,NA
"11011","2005","08","27","Saturday",0,"SC",18,0,"R",1,350,496,9,1,1,0.0994686719,120,12,0,61.8984375,1,3,"3",0,1,"hold",3192,NA
"11012","2005","08","27","Saturday",0,"SA",20,0,"P",2,250,63,14,1,1,0.3420198262,46,17,2,31.37109375,1,2,"2",0,1,"hold",-3330,NA
"11013","2005","08","27","Saturday",0,"SO",18,0,"P",1,200,64,13,1,2,0,35,3,0,16.38671875,1,2,"5",2282,0,"hold",3299,NA
"11014","2005","08","27","Saturday",0,"SC",19,0,"P",1,150,526,2,1,2,0,35,6,1,55.3046875,2,0,"3",0,1,"hold",-3289,NA
"11015","2005","08","27","Saturday",0,"SD",18,0,"P",1,700,372,24,1,1,0.1014576205,0,27,0,51.71875,1,0,"3",0,1,"hold",3278,NA
"11016","2005","08","27","Saturday",0,"SO",19,0,"P",1,850,372,5,1,2,0,1,0,0,64.078125,1,2,"5",0,0,"hold",-3407,NA
"11017","2005","08","27","Saturday",0,"SH",22,0,"P",1,1450,837,19,3,2,0,45,1,2,73.53125,1,2,"3",0,3,"hold",3277,NA
"11018","2005","08","27","Saturday",900,"SL",18,0,"P",1,4050,93,6,1,3,0.0607940736,129,12,1,51.1875,1,1,"5",0,0,"hold",-3355,NA
"11019","2005","08","27","Saturday",0,"SM",22,0,"P",3,500,496,27,1,3,0,0,13,3,81.765625,1,0,"5",440,0,"hold",-3183,NA
"11020","2005","08","27","Saturday",0,"SO",19,0,"P",1,250,0,8,2,4,0.3051623339,1,7,2,52.0625,1,4,"3",0,1,"hold",3316,NA
"11021","2005","08","27","Saturday",0,"SF",18,0,"P",1,100,0,5,1,4,0.1086386328,0,3,0,16.27734375,1,0,"5",0,0,"hold",3225,NA
"11022","2005","08","27","Saturday",0,"SA",26,0,"P",1,200,218,2,3,4,0.1206151121,126,19,6,67.65625,2,1,"1",0,0,"hold",-3221,NA
"11023","2005","08","27","Saturday",0,"SC",19,0,"P",1,1700,124,20,1,4,0.0634337629,0,10,0,46.0625,1,3,"5",0,0,"hold",3343,NA
"11024","2005","08","27","Saturday",0,"SF",18,0,"P",2,200,63,4,1,5,0.1746774893,1,19,0,91.015625,1,2,"3",0,1,"hold",3210,NA
"11025","2005","08","27","Saturday",1300,"SF",24,0,"P",1,250,34,34,4,7,0.0026414077,0,11,7,80.296875,1,4,"3",0,1,"hold",3233,NA
"11026","2005","08","27","Saturday",0,"SH",18,0,"P",2,250,0,20,1,7,0,0,15,0,70.828125,2,0,"3",0,1,"hold",3223,NA
"11027","2005","08","27","Saturday",0,"SD",18,0,"P",1,600,372,2,1,7,0,0,6,0,52.5546875,2,3,"5",251,0,"hold",-3372,NA
"11028","2005","08","27","Saturday",0,"SO",18,0,"P",2,950,0,7,1,8,0,29,17,0,47.171875,1,2,"3",0,1,"hold",3344,NA
"11029","2005","08","27","Saturday",0,"SC",19,0,"P",1,250,94,16,1,8,0,44,17,0,67.453125,1,1,"3",0,1,"hold",3379,NA
"11030","2005","08","27","Saturday",0,"SO",18,0,"P",1,600,498,40,1,9,0,106,7,0,83.703125,1,3,"5",978,0,"hold",-3292,NA
"11031","2005","08","27","Saturday",0,"SM",18,0,"P",1,200,373,12,1,10,0.4701990299,0,2,0,39.796875,1,0,"5",0,0,"hold",-3394,NA
"11032","2005","08","27","Saturday",0,"SM",18,0,"P",1,250,311,19,1,11,0,34,14,0,52.8203125,1,0,"5",0,0,"hold",-3301,NA
"11033","2005","08","27","Saturday",0,"SH",54,0,"H",7,3550,776,2,2,12,0.3948023105,71,19,26,31.45703125,1,1,"1",0,1,"hold",-3236,NA
"11034","2005","08","27","Saturday",0,"SO",17,0,"P",1,300,123,1,1,11,0,1,15,0,79.234375,1,2,"5",202,0,"hold",3198,NA
"11035","2005","08","27","Saturday",1,"SH",19,0,"P",2,200,95,17,1,12,0.0157184931,26,2,2,95.25,2,0,"3",0,1,"hold",-3348,NA
"11036","2005","08","27","Saturday",2,"SF",18,0,"P",1,850,31,12,1,10,0.0960218827,0,12,0,68.796875,1,4,"5",769,0,"hold",3199,NA
"11037","2005","08","27","Saturday",0,"SC",18,0,"P",1,1750,465,25,1,13,0.0428710469,1,19,2,83.71875,1,0,"3",0,1,"hold",3322,NA
"11038","2005","08","27","Saturday",0,"SM",19,0,"P",1,5750,466,8,2,13,0.1020036316,0,7,2,51.8125,2,1,"5",0,0,"hold",3231,NA
"11039","2005","08","27","Saturday",0,"SF",18,0,"P",1,350,185,4,1,15,0.0534599033,30,14,0,64.90625,1,0,"5",0,0,"hold",3337,NA
"11040","2005","08","27","Saturday",0,"SO",18,0,"P",1,50,0,1,1,16,0.0928382413,38,18,0,76.3125,1,4,"3",0,1,"hold",3300,NA
"11041","2005","08","27","Saturday",0,"SN",48,0,"H",1,1900,250,2,2,14,0.0455535147,62,3,21,58.7109375,1,1,"3",1195,1,"hold",-3251,NA
"11042","2005","08","27","Saturday",0,"SO",26,0,"P",1,3300,92,7,2,15,0,0,20,7,70.171875,1,3,"3",0,1,"hold",3314,NA
"11043","2005","08","27","Saturday",0,"SL",18,0,"P",1,100,0,44,1,15,0.1783243362,0,12,0,79.609375,1,1,"5",0,0,"hold",3391,NA
"11044","2005","08","27","Saturday",0,"SH",18,0,"P",1,1750,528,3,1,15,0.274524902,0,1,0,78.15625,2,2,"3",0,1,"hold",3274,NA
"11045","2005","08","27","Saturday",0,"SO",19,1,"P",1,1150,62,4,2,16,0,30,7,2,51.3359375,1,2,"3",0,1,"hold",-3200,NA
"11046","2005","08","27","Saturday",0,"SO",17,0,"P",1,550,0,4,1,18,0,29,12,2,85.25,1,1,"5",0,0,"hold",3310,NA
"11047","2005","08","27","Saturday",0,"SC",19,2,"P",2,200,0,74,2,19,0,26,3,3,81.28125,1,1,"3",379,1,"hold",3197,NA
"11048","2005","08","27","Saturday",0,"SO",18,0,"P",2,950,31,25,1,19,0,0,2,0,59.90625,1,1,"5",0,0,"hold",3226,NA
"11049","2005","08","27","Saturday",0,"SA",18,0,"P",1,3550,371,1,1,19,0.0226657831,0,27,0,59.53125,1,1,"3",0,1,"hold",-3373,NA
"11050","2005","08","27","Saturday",0,"SC",18,0,"P",1,250,498,12,2,20,0.0407379693,0,6,0,85.453125,1,1,"3",0,1,"hold",3307,NA
"11051","2005","08","27","Saturday",200,"SB",19,1,"P",1,600,0,12,2,22,0.273951848,271,5,1,47.8046875,1,4,"3",782,2,"hold",3188,NA
"11052","2005","08","27","Saturday",0,"SB",18,0,"P",1,700,34,2,2,21,0,0,19,0,61.8046875,1,4,"3",0,1,"hold",-3176,NA
"11053","2005","08","27","Saturday",160,"SO",19,0,"P",2,400,0,14,2,25,0.1005779149,40,13,2,69.5625,1,2,"3",741,2,"hold",3211,NA
"11054","2005","08","27","Saturday",0,"SO",18,0,"P",1,600,154,6,2,24,0,40,11,0,81.53125,1,0,"5",9,0,"hold",3384,NA
"11055","2005","08","27","Saturday",0,"SA",17,0,"P",1,500,650,43,2,27,0.1223677059,0,11,0,54.65625,1,0,"5",0,0,"hold",3362,NA
"11056","2005","08","27","Saturday",0,"SF",18,0,"P",1,400,1,67,1,28,0.5519097485,0,17,0,65.578125,1,0,"3",0,1,"hold",-3349,NA
"11057","2005","08","27","Saturday",0,"SA",18,0,"P",1,100,94,1,1,28,0.1281466126,75,12,0,65.203125,1,2,"5",0,0,"hold",3180,NA
"11058","2005","08","27","Saturday",1,"SC",18,0,"P",1,750,0,18,1,33,0.024833736,0,18,0,74.671875,1,0,"5",0,0,"hold",3266,NA
"11059","2005","08","27","Saturday",1,"SO",18,0,"P",2,250,527,2,1,40,0,1,6,0,66.828125,1,2,"3",0,1,"hold",3187,NA
"11060","2005","08","27","Saturday",0,"SH",17,0,"P",1,500,0,9,1,48,0,45,10,0,86.71875,1,3,"5",480,0,"hold",3309,NA
"11061","2005","08","27","Saturday",1,"SB",18,0,"P",4,450,0,2,2,49,0,126,20,0,71.484375,4,0,"3",0,1,"hold",3388,NA
"11062","2005","08","27","Saturday",0,"SF",19,0,"P",1,400,61,1,1,61,0,105,17,3,75.609375,1,0,"5",129,0,"hold",3404,NA
"11063","2005","08","27","Saturday",0,"SO",18,0,"P",1,500,186,7,1,86,0,0,20,0,73.703125,1,1,"5",0,0,"hold",3393,NA
"11064","2005","08","31","Wednesday",0,"SO",18,0,"R",1,200,0,3,1,9,0.2870813636,0,5,0,62.2421875,1,0,"5",314,0,"hold",3593,NA
"11065","2005","08","31","Wednesday",0,"SD",18,0,"P",1,250,0,11,1,19,0.0366607214,39,2,1,72.90625,2,0,"5",0,0,"hold",3710,NA
"11066","2005","08","31","Wednesday",1,"SD",18,0,"P",1,1900,1488,25,1,17,0.1651829449,35,13,0,59.6484375,1,0,"5",928,0,"hold",3841,NA
"11067","2005","08","31","Wednesday",1,"SF",18,0,"P",1,150,0,3,4,3,0.0909736645,0,4,0,75.65625,1,0,"5",285,0,"hold",3433,NA
"11068","2005","08","31","Wednesday",1,"SB",18,0,"P",1,250,249,29,1,11,0.3045713371,0,2,0,75.953125,1,0,"5",0,0,"hold",3800,NA
"11069","2005","08","31","Wednesday",1200,"SC",46,0,"R",1,3600,1085,42,2,27,0.0126927384,230,5,4,62.515625,2,1,"5",0,0,"hold",3857,NA
"11070","2005","08","31","Wednesday",520,"SH",25,0,"R",1,3550,2014,6,2,19,0,14,2,0,32.078125,1,3,"5",9,0,"hold",3627,NA
"11071","2005","08","31","Wednesday",1,"SO",20,0,"P",2,800,279,19,1,12,0.4633859741,41,16,4,70.78125,1,1,"5",0,0,"hold",3832,NA
"11072","2005","08","31","Wednesday",1,"SC",19,0,"P",1,400,31,1,1,7,0.232786525,0,11,0,49.53125,2,1,"3",0,1,"hold",3638,NA
"11073","2005","08","31","Wednesday",1,"SA",19,0,"P",2,50,155,14,1,21,0.6317946017,1,1,0,46.5390625,1,1,"3",0,1,"hold",3611,NA
"11074","2005","08","31","Wednesday",0,"SO",19,0,"P",1,500,1859,38,1,6,0.1118646606,95,5,0,49.9453125,2,0,"3",0,1,"hold",3435,NA
"11075","2005","08","31","Wednesday",0,"SF",29,0,"R",3,450,465,3,2,2,0.2810752671,130,5,0,44.4453125,3,0,"3",114,2,"hold",3549,NA
"11076","2005","08","31","Wednesday",1,"SO",19,0,"P",1,450,217,14,1,1,0.4101495128,65,3,1,22.61328125,1,0,"3",416,1,"hold",3487,NA
"11077","2005","08","31","Wednesday",0,"SL",18,0,"P",1,950,63,2,1,1,0.4779825183,0,11,0,58.75,1,1,"5",724,0,"hold",3682,NA
"11078","2005","08","31","Wednesday",1100,"SO",18,0,"P",1,950,124,1,1,3,0.0606671466,0,11,1,38.15625,2,0,"3",0,1,"hold",3716,NA
"11079","2005","08","31","Wednesday",0,"SH",20,0,"P",1,1450,2789,9,2,2,0.2675416889,30,7,2,66,1,1,"3",0,1,"hold",3858,NA
"11080","2005","08","31","Wednesday",1,"SO",20,0,"P",1,750,1768,39,1,4,0.3339402461,1,4,1,55.3203125,1,0,"3",0,1,"hold",3771,NA
"11081","2005","08","31","Wednesday",0,"SH",19,0,"P",2,500,124,8,1,4,0.1040011034,35,1,1,56.1171875,2,0,"5",0,0,"hold",3666,NA
"11082","2005","08","31","Wednesday",0,"SO",18,0,"P",2,300,0,24,1,6,0.6820922717,0,0,0,60.921875,1,0,"3",0,1,"hold",3670,NA
"11083","2005","08","31","Wednesday",0,"SB",19,0,"P",1,600,310,4,2,5,0,1,3,0,43.5,1,3,"3",96,2,"hold",3742,NA
"11084","2005","08","31","Wednesday",0,"SB",20,0,"P",1,200,0,2,1,6,0.1297342023,0,2,2,62.9921875,1,0,"5",0,0,"hold",3447,NA
"11085","2005","08","31","Wednesday",0,"SO",18,0,"P",1,100,1396,32,1,6,0.1027131379,75,6,0,66.421875,1,1,"3",0,1,"hold",3856,NA
"11086","2005","08","31","Wednesday",0,"SB",23,2,"P",1,500,281,1,1,5,0.0840122274,0,10,3,53.046875,2,0,"3",22,1,"hold",3623,NA
"11087","2005","08","31","Wednesday",0,"SA",22,4,"P",1,300,372,14,1,21,0.0522320321,53,14,3,50.609375,2,0,"3",0,1,"hold",3526,NA
"11088","2005","08","31","Wednesday",0,"SM",18,0,"P",1,150,0,3,1,26,0,95,24,2,50.8046875,1,0,"5",0,0,"hold",3436,NA
"11089","2005","08","31","Wednesday",0,"SM",18,0,"P",1,200,31,24,1,38,0.1095385326,34,6,0,76.71875,1,0,"3",0,1,"hold",3835,NA
"11090","2005","08","31","Wednesday",0,"SB",18,0,"P",1,400,32,15,1,40,0.1271190415,1,1,0,78.734375,1,0,"3",0,1,"hold",3722,NA
"11091","2005","08","31","Wednesday",0,"SO",18,0,"P",1,750,1,24,1,62,0.0157789642,0,16,0,89.640625,1,0,"3",0,1,"hold",3595,NA
"11092","2005","08","31","Wednesday",0,"SG",18,0,"P",1,50,186,5,1,5,0,1,0,0,13.072265625,1,1,"5",0,0,"hold",-3567,NA
"11093","2005","08","31","Wednesday",0,"SK",18,0,"P",1,600,187,12,1,4,0.2814628566,0,11,0,46.8671875,1,1,"5",0,0,"hold",3630,NA
"11094","2005","08","31","Wednesday",0,"SA",17,0,"R",1,250,806,12,1,3,0.150611918,0,0,0,57.0546875,1,0,"5",0,0,"hold",-3689,NA
"11095","2005","08","31","Wednesday",0,"SO",19,0,"P",1,3100,403,7,1,1,0.2618470294,60,8,0,30.01171875,1,0,"5",0,0,"hold",-3727,NA
"11096","2005","08","31","Wednesday",0,"SD",19,0,"P",1,1650,0,3,1,3,0.6717993505,1,3,0,15,2,0,"5",0,0,"hold",3750,NA
"11097","2005","08","31","Wednesday",0,"SA",20,0,"P",1,300,1768,15,1,3,0,0,2,5,32.78125,2,1,"4",144,0,"hold",-3825,NA
"11098","2005","08","31","Wednesday",0,"SO",20,0,"H",1,350,2884,8,1,7,0.2963516088,131,0,0,57.5,1,0,"5",0,0,"hold",-3505,NA
"11099","2005","08","31","Wednesday",0,"SK",18,0,"P",1,750,0,9,1,4,0.0906173601,39,3,0,50.6015625,1,0,"5",0,0,"hold",3836,NA
"11100","2005","08","31","Wednesday",600,"SE",24,1,"R",1,400,62,30,1,5,0.2930973954,35,0,0,21.703125,2,0,"5",0,0,"hold",-3500,NA
"11101","2005","08","31","Wednesday",0,"SC",18,0,"P",1,150,0,4,1,17,0.1168075346,1,5,0,73.203125,1,2,"5",172,0,"hold",3763,NA
"11102","2005","08","31","Wednesday",0,"SL",22,1,"P",1,600,218,12,2,7,0.1643603584,111,0,1,23.43359375,1,1,"5",1851,0,"hold",-3756,NA
"11103","2005","08","31","Wednesday",0,"SO",27,0,"R",2,1000,0,38,1,3,0.282952263,86,12,0,54.046875,1,0,"5",36,0,"hold",-3861,NA
"11104","2005","08","31","Wednesday",0,"SB",25,0,"R",3,250,248,3,1,16,0.0055700293,0,5,0,42.5859375,3,0,"3",0,1,"hold",-3590,NA
"11105","2005","08","31","Wednesday",0,"SM",27,0,"R",1,100,0,6,1,3,0.0884548954,1,0,0,61.65625,2,0,"3",0,1,"hold",-3432,NA
"11106","2005","08","31","Wednesday",0,"SB",22,1,"P",2,250,2014,7,1,8,0.3478235891,0,6,0,53.7890625,2,1,"3",0,1,"hold",-3848,NA
"11107","2005","08","31","Wednesday",580,"SO",20,0,"P",1,200,496,10,1,7,0.1005228595,0,7,1,48.609375,1,1,"3",671,1,"hold",-3740,NA
"11108","2005","08","31","Wednesday",1,"SG",22,0,"P",1,6100,3844,11,2,6,0.6697126515,35,9,5,37.0703125,1,0,"5",737,0,"hold",-3480,NA
"11109","2005","08","31","Wednesday",0,"SC",26,2,"P",1,4500,1332,12,2,2,1.1083254889,0,6,10,24.640625,2,1,"3",1956,2,"hold",-3826,NA
"11110","2005","08","31","Wednesday",1580,"SD",26,0,"H",1,1050,1055,15,2,24,0.0215683094,66,3,1,73.53125,1,0,"3",147,2,"hold",-3456,NA
"11111","2005","08","31","Wednesday",1,"SH",34,0,"R",2,50,497,10,3,4,0.1926561543,1,0,1,74.765625,2,0,"1",80,2,"hold",-3571,NA
"11112","2005","08","31","Wednesday",0,"SO",20,0,"P",1,1550,185,8,5,25,0.2608056515,1,4,3,52.65625,1,3,"3",93,4,"hold",-3853,NA
"11113","2005","08","31","Wednesday",0,"SD",19,0,"P",1,200,154,8,1,25,0.0997452226,0,11,0,31.59375,1,1,"5",0,0,"hold",3575,NA
"11114","2005","08","31","Wednesday",1,"SO",17,1,"P",1,500,248,22,1,14,0,150,0,0,59.3359375,1,0,"5",0,0,"hold",-3503,NA
"11115","2005","08","31","Wednesday",0,"SB",23,0,"R",1,50,4217,5,5,8,0.2335562883,289,3,0,36.9296875,1,2,"1",0,1,"hold",-3842,NA
"11116","2005","08","31","Wednesday",0,"SO",19,0,"P",1,250,496,18,1,2,0.0271964737,1,2,1,90.34375,1,0,"3",0,1,"hold",-3467,NA
"11117","2005","08","31","Wednesday",0,"SA",19,0,"P",2,800,744,32,1,2,0.0662096043,0,23,2,53.6484375,1,2,"3",0,1,"hold",3851,NA
"11118","2005","08","31","Wednesday",0,"SN",44,0,"R",1,21400,589,39,1,1,0,85,3,2,50.1171875,1,0,"3",317,1,"hold",3715,NA
"11119","2005","08","31","Wednesday",0,"SA",18,0,"P",1,200,2014,33,2,2,0.0981548096,11,3,0,76.5625,1,0,"5",219,0,"hold",3674,NA
"11120","2005","08","31","Wednesday",0,"SC",18,0,"P",2,750,155,6,1,2,0,26,15,0,59.015625,1,0,"5",1306,0,"hold",-3517,NA
"11121","2005","08","31","Wednesday",1,"SL",18,0,"P",2,250,0,6,1,2,0,1,3,2,56.8515625,1,2,"3",0,1,"hold",-3761,NA
"11122","2005","08","31","Wednesday",0,"SO",18,0,"P",1,2350,1766,19,1,2,0.5714559425,90,0,0,46.8125,1,0,"1",0,0,"hold",-3488,NA
"11123","2005","08","31","Wednesday",0,"SC",18,0,"P",1,200,464,4,1,3,0.21781589,9,15,2,61.671875,1,0,"5",74,0,"hold",3559,NA
"11124","2005","08","31","Wednesday",0,"SA",19,0,"P",1,250,311,2,1,2,0.0034004588,95,0,1,57.015625,1,0,"3",0,1,"hold",3454,NA
"11125","2005","08","31","Wednesday",0,"SN",18,0,"P",1,200,0,25,1,2,0.521165086,65,7,0,31.55859375,1,0,"3",0,1,"hold",3759,NA
"11126","2005","08","31","Wednesday",0,"SO",18,0,"P",1,250,0,3,2,4,0.354797069,0,0,0,80.15625,1,1,"3",0,1,"hold",-3717,NA
"11127","2005","08","31","Wednesday",0,"SO",18,0,"P",1,50,311,34,2,3,0.3191512711,104,1,0,66.375,1,0,"3",0,1,"hold",3625,NA
"11128","2005","08","31","Wednesday",980,"SO",24,6,"P",2,150,498,33,1,3,0,39,24,5,72.4375,1,0,"5",383,0,"hold",3766,NA
"11129","2005","08","31","Wednesday",0,"SH",18,0,"P",1,350,123,14,1,3,0.0542533441,0,21,0,57.953125,2,0,"3",0,1,"hold",3578,NA
"11130","2005","08","31","Wednesday",0,"SH",19,0,"P",1,50,33,43,1,3,0.265541438,75,0,1,69.59375,1,0,"3",0,1,"hold",-3649,NA
"11131","2005","08","31","Wednesday",0,"SB",18,0,"P",1,250,0,2,1,4,0,36,11,0,66.828125,1,0,"3",0,1,"hold",3606,NA
"11132","2005","08","31","Wednesday",1,"SL",19,0,"P",1,500,62,10,1,6,0.0391182385,21,10,0,54.9453125,1,0,"3",0,1,"hold",-3774,NA
"11133","2005","08","31","Wednesday",0,"SA",19,0,"P",1,100,342,14,1,5,0,0,0,0,59.328125,1,0,"3",0,1,"hold",3624,NA
"11134","2005","08","31","Wednesday",0,"SK",18,0,"P",3,950,246,21,1,4,0,0,23,0,40.6328125,2,0,"3",0,1,"hold",3457,NA
"11135","2005","08","31","Wednesday",0,"SH",18,0,"P",1,500,93,17,1,6,0.0245245148,25,7,0,73.78125,1,0,"5",0,0,"hold",-3556,NA
"11136","2005","08","31","Wednesday",0,"SC",20,0,"P",1,1650,31,11,1,7,0.1741135265,0,21,1,63.0234375,1,4,"5",93,0,"hold",3794,NA
"11137","2005","08","31","Wednesday",0,"SA",19,0,"P",1,1300,0,2,1,7,0,1,3,0,67.21875,1,0,"3",815,1,"hold",-3564,NA
"11138","2005","08","31","Wednesday",1,"SF",20,0,"P",1,500,0,11,1,7,0.4340977538,41,2,1,71.828125,1,0,"3",0,1,"hold",3558,NA
"11139","2005","08","31","Wednesday",0,"SH",20,0,"P",2,450,588,13,1,7,0.216053634,0,4,4,73.75,1,1,"3",0,1,"hold",3648,NA
"11140","2005","08","31","Wednesday",0,"SF",18,0,"P",1,500,0,18,3,6,0.2486590669,45,16,0,63.75,1,0,"3",0,3,"hold",-3796,NA
"11141","2005","08","31","Wednesday",100,"SO",18,0,"P",1,350,1085,3,1,7,0.0276683577,1,3,0,56.71875,1,1,"5",1038,0,"hold",3754,NA
"11142","2005","08","31","Wednesday",0,"SO",18,0,"P",1,1900,498,4,1,6,0.0385318156,34,12,1,60.5625,1,1,"5",0,0,"hold",-3703,NA
"11143","2005","08","31","Wednesday",0,"SH",20,0,"P",2,1050,1239,16,2,7,0,0,3,1,54.1328125,1,0,"5",0,0,"hold",-3499,NA
"11144","2005","08","31","Wednesday",0,"SO",20,0,"P",1,50,61,2,1,7,0.0672400005,0,1,3,68.40625,2,0,"3",0,1,"hold",3477,NA
"11145","2005","08","31","Wednesday",0,"SD",18,0,"P",1,1150,0,6,1,6,0.091552245,1,2,0,77.484375,2,1,"3",0,1,"hold",-3843,NA
"11146","2005","08","31","Wednesday",0,"SH",18,0,"P",2,2050,250,1,2,7,0.3101836126,1,21,0,39.6953125,1,0,"5",0,0,"hold",3437,NA
"11147","2005","08","31","Wednesday",0,"SD",20,0,"P",2,50,0,39,1,8,0.0621980507,0,9,1,47.796875,1,0,"3",0,1,"hold",3523,NA
"11148","2005","08","31","Wednesday",0,"SB",18,0,"P",1,150,403,56,1,8,0,0,7,0,90.453125,1,0,"3",0,1,"hold",3702,NA
"11149","2005","08","31","Wednesday",0,"SM",19,0,"P",1,150,1,14,1,9,0,0,15,1,56.71875,1,0,"5",1937,0,"hold",-3504,NA
"11150","2005","08","31","Wednesday",0,"SB",21,0,"P",1,650,1798,25,1,8,0,16,25,3,76.671875,1,0,"3",0,1,"hold",3421,NA
"11151","2005","08","31","Wednesday",1,"SC",19,0,"P",1,1500,435,15,3,10,0,1,11,1,70.5625,1,0,"3",662,3,"hold",-3518,NA
"11152","2005","08","31","Wednesday",0,"SF",18,0,"P",1,1550,0,30,1,10,0.0219733168,0,11,1,91.875,1,0,"5",1,0,"hold",-3537,NA
"11153","2005","08","31","Wednesday",1,"SO",22,1,"P",2,650,187,32,1,9,0.002658233,0,19,6,69.046875,1,1,"3",0,1,"hold",3696,NA
"11154","2005","08","31","Wednesday",0,"SL",17,0,"P",1,200,31,2,1,10,0,40,20,3,58.7578125,1,0,"5",80,0,"hold",3700,NA
"11155","2005","08","31","Wednesday",1,"SD",18,0,"P",1,3550,125,22,1,11,0,0,16,0,62.0546875,1,1,"3",0,1,"hold",3581,NA
"11156","2005","08","31","Wednesday",0,"SA",19,0,"P",1,100,0,9,1,11,0.0052734306,0,6,3,60.40625,1,3,"3",0,1,"hold",-3662,NA
"11157","2005","08","31","Wednesday",0,"SF",18,0,"P",1,350,836,13,1,11,0.1170388379,0,2,0,48.5703125,1,0,"3",0,1,"hold",3809,NA
"11158","2005","08","31","Wednesday",0,"SO",24,1,"P",1,250,1,25,1,13,0.0182388162,106,1,2,71.5625,1,0,"3",0,1,"hold",-3496,NA
"11159","2005","08","31","Wednesday",0,"SM",18,0,"P",1,50,0,59,1,13,0,24,4,0,90.546875,2,0,"3",0,1,"hold",-3554,NA
"11160","2005","08","31","Wednesday",1,"SM",19,0,"P",1,200,63,10,2,13,0,0,19,2,68.546875,1,1,"3",0,1,"hold",-3762,NA
"11161","2005","08","31","Wednesday",1,"SB",18,0,"P",1,150,217,26,1,13,0.2350556389,25,6,0,2.23046875,1,0,"5",0,0,"hold",3431,NA
"11162","2005","08","31","Wednesday",0,"SO",18,0,"P",1,1200,497,6,1,11,0.042117722,31,15,0,71.640625,1,0,"5",0,0,"hold",3495,NA
"11163","2005","08","31","Wednesday",0,"SO",19,0,"P",1,200,1239,11,1,13,0.1266947035,29,12,0,67.546875,1,1,"5",0,0,"hold",-3652,NA
"11164","2005","08","31","Wednesday",0,"SH",19,0,"P",3,750,621,15,1,13,0,0,14,2,71.96875,1,0,"5",0,0,"hold",3631,NA
"11165","2005","08","31","Wednesday",0,"SC",19,0,"P",2,750,0,49,1,13,0.0234451829,0,4,0,77.734375,1,0,"2",0,1,"hold",-3839,NA
"11166","2005","08","31","Wednesday",0,"SC",18,0,"P",1,500,63,11,1,12,0.0645081028,0,17,0,33.2734375,1,0,"5",85,0,"hold",-3860,NA
"11167","2005","08","31","Wednesday",0,"SO",18,0,"P",2,400,1488,49,1,14,0.2291059275,66,10,0,65.703125,1,0,"5",0,0,"hold",3529,NA
"11168","2005","08","31","Wednesday",0,"SC",22,0,"P",1,600,61,13,2,15,0,1,20,4,98.125,2,0,"3",0,1,"hold",-3699,NA
"11169","2005","08","31","Wednesday",1,"SH",18,0,"P",1,500,0,2,1,15,0,19,6,0,78.265625,1,0,"5",0,0,"hold",3453,NA
"11170","2005","08","31","Wednesday",0,"SD",19,0,"P",1,50,403,12,1,16,0,0,17,2,77.328125,1,0,"3",0,1,"hold",3683,NA
