"","Year","Month","Day","wday","GOOD","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","app_id","id"
"11162","2005","08","31","Wednesday",NA,0,"SO",18,0,"P",1,650,1146,30,1,11,0.042117722,1,15,0,71.640625,1,0,"5",0,0,3495,"hold"
"11163","2005","08","31","Wednesday",NA,0,"SO",19,0,"P",1,200,280,11,2,13,0.1266947035,29,12,0,67.546875,1,1,"5",0,0,-3652,"hold"
"11164","2005","08","31","Wednesday",NA,0,"SH",19,0,"P",1,12700,4650,15,1,13,0,0,14,2,53.71875,1,0,"5",0,0,3631,"hold"
"11165","2005","08","31","Wednesday",NA,0,"SC",19,0,"P",1,50,31,49,1,13,0.0234451829,1,4,0,77.734375,1,0,"2",0,1,-3839,"hold"
"11166","2005","08","31","Wednesday",NA,0,"SC",18,0,"P",1,450,32,24,1,12,0.0645081028,0,17,0,33.2734375,1,0,"5",0,0,-3860,"hold"
"11167","2005","08","31","Wednesday",NA,0,"SO",18,0,"P",1,500,62,17,1,14,0.2291059275,0,10,0,65.703125,1,0,"5",101,0,3529,"hold"
"11168","2005","08","31","Wednesday",NA,0,"SC",22,0,"P",1,600,61,13,2,15,0,0,20,4,98.125,2,0,"3",0,1,-3699,"hold"
"11169","2005","08","31","Wednesday",NA,1,"SH",18,0,"P",1,500,31,14,1,15,0,0,6,0,67.890625,1,0,"5",0,0,3453,"hold"
"11170","2005","08","31","Wednesday",NA,0,"SD",19,0,"P",1,50,498,12,1,16,0,0,17,2,77.328125,2,1,"3",0,1,3683,"hold"
"11171","2005","08","31","Wednesday",NA,0,"SA",19,0,"P",1,300,280,15,1,15,0,255,2,1,78.0625,2,1,"3",0,1,-3829,"hold"
"11172","2005","08","31","Wednesday",NA,1,"SO",19,1,"P",1,500,93,7,1,15,0,80,11,2,81.28125,1,0,"5",0,0,-3692,"hold"
"11173","2005","08","31","Wednesday",NA,0,"SD",18,0,"P",1,500,93,41,1,14,0,30,21,0,60.3671875,1,0,"5",0,0,3602,"hold"
"11174","2005","08","31","Wednesday",NA,0,"SO",19,0,"P",1,50,31,36,1,17,0.0712193181,0,12,1,74.40625,1,0,"3",0,1,-3530,"hold"
"11175","2005","08","31","Wednesday",NA,1,"SB",18,0,"P",1,200,371,6,1,18,0.1305596773,0,6,0,72.328125,1,0,"5",0,0,-3515,"hold"
"11176","2005","08","31","Wednesday",NA,0,"SH",18,0,"P",1,250,217,5,1,19,0.081320476,1,20,0,76.0625,1,0,"3",0,1,-3525,"hold"
"11177","2005","08","31","Wednesday",NA,1,"SB",18,0,"P",1,2350,309,7,1,20,0.103509343,64,14,0,82.328125,1,1,"3",0,1,3661,"hold"
"11178","2005","08","31","Wednesday",NA,0,"SN",18,0,"P",1,500,156,1,4,21,0.7025608681,44,17,3,61.0078125,2,0,"5",0,0,3675,"hold"
"11179","2005","08","31","Wednesday",NA,0,"SF",23,0,"P",1,100,309,42,1,21,0.3462184677,30,8,7,65.109375,1,1,"5",101,0,-3866,"hold"
"11180","2005","08","31","Wednesday",NA,1,"SO",22,0,"P",1,250,0,2,1,21,0.4011680735,240,3,0,63.6015625,2,0,"3",0,1,-3862,"hold"
"11181","2005","08","31","Wednesday",NA,0,"SD",19,0,"P",2,300,433,7,3,21,0,524,19,3,75.828125,3,0,"3",0,1,-3445,"hold"
"11182","2005","08","31","Wednesday",NA,1,"SC",18,0,"P",1,1150,0,8,1,21,0.3207719726,76,8,0,54.4453125,1,3,"5",0,0,3617,"hold"
"11183","2005","08","31","Wednesday",NA,0,"SM",18,0,"P",1,300,185,8,1,22,0,0,23,0,65.578125,1,0,"5",0,0,-3714,"hold"
"11184","2005","08","31","Wednesday",NA,0,"SM",19,0,"P",1,150,1,8,1,23,0.0233802891,0,17,0,73.03125,2,1,"3",0,1,3667,"hold"
"11185","2005","08","31","Wednesday",NA,0,"FT",16,1,"P",1,400,961,48,2,24,0,0,15,0,55.671875,1,0,"5",0,0,3550,"hold"
"11186","2005","08","31","Wednesday",NA,0,"SH",18,0,"P",1,3500,898,3,1,24,0.1964802188,45,7,0,74.578125,1,0,"5",0,0,3552,"hold"
"11187","2005","08","31","Wednesday",NA,0,"SO",19,0,"P",1,350,0,2,1,24,0.2577321809,0,15,1,81.015625,1,1,"3",0,1,3769,"hold"
"11188","2005","08","31","Wednesday",NA,0,"SG",19,0,"P",1,450,186,9,2,24,0.0224593981,131,13,1,89.078125,1,0,"3",0,1,3478,"hold"
"11189","2005","08","31","Wednesday",NA,0,"SC",18,0,"P",1,750,0,35,1,25,0.0810660217,71,12,0,71.125,1,0,"5",0,0,-3812,"hold"
"11190","2005","08","31","Wednesday",NA,0,"SD",18,0,"P",1,200,1859,21,1,26,0.0379838562,0,0,0,80.65625,1,0,"5",0,0,-3570,"hold"
"11191","2005","08","31","Wednesday",NA,0,"SC",18,0,"P",1,450,246,19,1,26,0,1,10,0,85.9375,1,0,"3",0,1,3451,"hold"
"11192","2005","08","31","Wednesday",NA,1,"SA",19,0,"P",2,150,0,4,3,26,0.1095673002,60,10,1,83.671875,1,0,"3",0,3,3512,"hold"
"11193","2005","08","31","Wednesday",NA,0,"SC",18,0,"P",1,1050,92,1,1,26,0,40,12,1,58.9921875,1,1,"5",0,0,3844,"hold"
"11194","2005","08","31","Wednesday",NA,0,"SO",18,0,"P",1,800,310,12,1,27,0.0641640965,45,6,0,73.984375,1,0,"3",0,1,3797,"hold"
"11195","2005","08","31","Wednesday",NA,0,"SC",18,0,"P",1,150,0,54,1,28,0,1,8,0,73.703125,1,0,"5",0,0,3780,"hold"
"11196","2005","08","31","Wednesday",NA,0,"SH",18,0,"P",1,950,0,33,1,30,0.0989646576,0,15,0,47.4375,1,1,"5",0,0,-3658,"hold"
"11197","2005","08","31","Wednesday",NA,0,"SO",19,0,"P",1,1100,1612,9,2,30,0,0,8,2,73.40625,1,1,"5",0,0,3679,"hold"
"11198","2005","08","31","Wednesday",NA,0,"SH",18,0,"P",1,1700,32,17,1,32,0,0,10,2,77,1,0,"3",0,1,3733,"hold"
"11199","2005","08","31","Wednesday",NA,0,"SA",19,0,"P",2,500,123,4,1,35,0.1196811907,39,6,1,60.6484375,1,2,"3",0,1,3607,"hold"
"11200","2005","08","31","Wednesday",NA,0,"SM",18,0,"P",1,250,372,33,1,36,0.111660315,0,16,0,91.78125,1,0,"5",0,0,-3834,"hold"
"11201","2005","08","31","Wednesday",NA,0,"SO",19,0,"P",1,1300,0,5,2,38,0,45,12,0,66.203125,1,0,"3",0,1,3434,"hold"
"11202","2005","08","31","Wednesday",NA,0,"SC",18,0,"P",1,900,620,1,2,45,0.0616897055,1,10,0,74.359375,1,0,"3",0,1,3534,"hold"
"11203","2005","08","31","Wednesday",NA,0,"SB",19,0,"P",1,100,744,6,2,45,0.0016945106,0,3,2,75.84375,1,2,"3",0,1,-3582,"hold"
"11204","2005","08","31","Wednesday",NA,0,"SC",22,0,"P",1,7200,6323,14,2,46,0,0,18,3,48.046875,1,3,"3",1162,2,-3749,"hold"
"11205","2005","08","31","Wednesday",NA,0,"SE",18,0,"P",1,3750,6076,15,1,46,0,0,10,0,83.40625,1,1,"5",0,0,-3599,"hold"
"11206","2005","08","31","Wednesday",NA,0,"SE",18,0,"P",1,1450,962,23,1,46,0,0,11,6,89.078125,1,0,"3",0,1,-3418,"hold"
"11207","2005","08","31","Wednesday",NA,0,"SE",16,0,"P",1,150,1737,22,2,54,0.0290562887,0,5,0,69.9375,1,0,"5",0,0,-3541,"hold"
"11208","2005","08","31","Wednesday",NA,1,"SC",19,0,"P",1,250,465,40,1,55,0.1296611708,96,7,0,85.359375,1,0,"3",0,1,3753,"hold"
"11209","2005","08","31","Wednesday",NA,0,"SF",18,0,"P",1,300,527,101,2,60,0.0395682276,49,15,0,62.203125,1,0,"3",0,1,-3565,"hold"
"11210","2005","08","31","Wednesday",NA,0,"SA",19,0,"P",1,50,311,1,1,80,0.0169735255,0,15,1,59.078125,1,1,"3",0,1,3752,"hold"
"11211","2005","08","31","Wednesday",NA,0,"SC",18,0,"P",1,200,0,22,1,105,0.0932040471,29,19,0,56.1953125,1,0,"5",0,0,3463,"hold"
"11212","2005","09","01","Thursday",NA,0,"SO",18,1,"P",1,400,0,1,1,5,0.2715441557,14,4,0,43.9453125,1,1,"3",0,1,4063,"hold"
"11213","2005","09","01","Thursday",NA,0,"SG",19,0,"P",1,1150,31,9,1,3,0.229257158,0,0,0,45.9765625,1,0,"3",0,1,3998,"hold"
"11214","2005","09","01","Thursday",NA,0,"SN",22,1,"R",1,1500,1333,4,1,4,0.1702742935,0,0,0,66.28125,1,2,"3",0,1,4039,"hold"
"11215","2005","09","01","Thursday",NA,0,"SD",18,1,"P",1,100,1,6,1,3,0.1117713822,0,5,1,46.9375,1,3,"3",0,1,4117,"hold"
"11216","2005","09","01","Thursday",NA,0,"SO",19,1,"P",1,250,30,5,1,3,0.5357035324,44,11,2,71.203125,1,4,"3",0,1,3902,"hold"
"11217","2005","09","01","Thursday",NA,0,"SF",19,1,"P",1,200,1,6,2,5,0.4078915222,36,11,1,46.3203125,1,1,"3",220,2,3911,"hold"
"11218","2005","09","01","Thursday",NA,0,"SA",21,1,"P",2,150,155,3,2,5,0.2561042672,55,3,3,46.2265625,1,0,"3",138,2,4057,"hold"
"11219","2005","09","01","Thursday",NA,760,"SN",18,1,"P",2,100,1,9,1,6,0.0224985516,44,9,1,45.1875,1,1,"3",161,1,3922,"hold"
"11220","2005","09","01","Thursday",NA,0,"SO",19,1,"P",1,50,277,40,1,8,0.0334424525,1,0,0,66.796875,1,0,"3",0,1,4014,"hold"
"11221","2005","09","01","Thursday",NA,0,"SA",20,1,"P",1,500,961,15,2,7,0.1526317699,216,6,2,43.34375,1,3,"3",457,2,3962,"hold"
"11222","2005","09","01","Thursday",NA,0,"SO",21,1,"P",1,150,0,43,1,7,0.3220774615,185,21,3,69.09375,1,1,"3",6,1,4093,"hold"
"11223","2005","09","01","Thursday",NA,1,"SC",19,1,"P",1,650,559,30,1,9,0,0,6,1,63.1328125,1,3,"3",0,1,4026,"hold"
"11224","2005","09","01","Thursday",NA,400,"SD",21,1,"P",3,1950,961,2,5,10,0,80,5,4,65.59375,2,1,"3",1069,4,4059,"hold"
"11225","2005","09","01","Thursday",NA,0,"SD",18,1,"P",1,3900,2294,14,1,13,0,95,7,0,83.546875,1,0,"5",0,0,4149,"hold"
"11226","2005","09","01","Thursday",NA,0,"SO",18,1,"P",1,250,92,23,1,17,0.851509491,0,16,0,60.671875,1,3,"3",0,1,3956,"hold"
"11227","2005","09","01","Thursday",NA,0,"SO",18,1,"P",1,250,403,29,1,17,0,0,2,0,48.578125,1,0,"3",0,1,4091,"hold"
"11228","2005","09","01","Thursday",NA,840,"SE",29,2,"R",2,850,1487,26,1,24,0.0448750628,60,2,0,56.359375,3,1,"5",101,0,4085,"hold"
"11229","2005","09","01","Thursday",NA,0,"SL",18,1,"P",1,50,0,8,1,22,0,0,1,1,46.6640625,1,0,"3",0,1,3965,"hold"
"11230","2005","09","01","Thursday",NA,0,"SA",18,1,"H",1,200,0,3,2,24,0.0433383939,0,2,0,79.484375,1,1,"5",101,0,3985,"hold"
"11231","2005","09","01","Thursday",NA,0,"SA",19,1,"H",1,4150,2201,25,1,35,0.0957776716,0,20,1,40.453125,1,1,"3",0,1,4114,"hold"
"11232","2005","09","01","Thursday",NA,0,"SB",19,1,"P",1,50,279,6,2,37,0,24,14,0,88.734375,1,4,"3",0,1,3900,"hold"
"11233","2005","09","01","Thursday",NA,140,"SB",19,1,"P",2,300,30,9,1,39,0,45,5,1,95.765625,1,4,"3",32,1,3963,"hold"
"11234","2005","09","01","Thursday",NA,0,"SB",19,1,"P",1,3300,2758,5,2,47,0.8888113759,1,12,2,54.78125,1,2,"3",0,1,4024,"hold"
"11235","2005","09","01","Thursday",NA,0,"SB",19,1,"P",1,1600,1674,3,1,51,0,40,11,2,70.4375,2,1,"5",101,0,4033,"hold"
"11236","2005","09","01","Thursday",NA,0,"SO",18,1,"P",1,950,403,17,1,23,0.467096217,40,6,0,59.578125,1,1,"5",0,0,3877,"hold"
"11237","2005","09","01","Thursday",NA,1500,"SM",36,2,"R",1,950,1396,22,1,3,0,35,2,2,38.4765625,1,3,"4",0,0,-3898,"hold"
"11238","2005","09","01","Thursday",NA,0,"FT",21,1,"P",1,500,1,8,2,2,0.0610810331,75,17,2,45.046875,1,0,"5",0,0,3966,"hold"
"11239","2005","09","01","Thursday",NA,0,"SA",19,1,"P",1,50,124,8,1,12,0,1,11,0,51.09375,1,4,"5",0,0,-3981,"hold"
"11240","2005","09","01","Thursday",NA,0,"SO",20,1,"R",1,600,154,5,1,11,0.091363386,1,3,0,30.37109375,1,1,"5",0,0,4021,"hold"
"11241","2005","09","01","Thursday",NA,0,"SK",18,1,"P",1,200,250,1,1,2,0,175,0,0,23.390625,1,1,"4",0,0,4070,"hold"
"11242","2005","09","01","Thursday",NA,0,"SO",25,1,"R",1,400,247,6,1,6,0.0003964833,0,0,8,48.4609375,2,0,"5",0,0,4098,"hold"
"11243","2005","09","01","Thursday",NA,300,"SO",22,1,"R",2,150,496,6,1,4,0.080702075,0,0,0,39.359375,4,0,"5",101,0,4044,"hold"
"11244","2005","09","01","Thursday",NA,0,"SC",18,1,"P",1,21400,14135,10,1,28,0.066417105,0,10,1,62.890625,1,4,"3",0,1,3987,"hold"
"11245","2005","09","01","Thursday",NA,0,"SO",19,1,"P",1,500,125,11,1,31,0.3580477247,185,0,0,50.7734375,1,2,"3",0,1,-4120,"hold"
"11246","2005","09","01","Thursday",NA,0,"SO",25,1,"P",2,3800,1395,2,2,20,0.3727582647,0,2,8,32.3359375,1,2,"3",0,1,4008,"hold"
"11247","2005","09","01","Thursday",NA,1,"SA",40,1,"R",1,750,1,30,2,7,0,0,0,3,78.59375,1,1,"3",0,1,-3912,"hold"
"11248","2005","09","01","Thursday",NA,0,"SF",18,1,"P",1,300,465,22,1,4,0.1550578619,0,7,1,72.796875,2,0,"5",101,0,4022,"hold"
"11249","2005","09","01","Thursday",NA,0,"SO",18,1,"P",1,50,0,6,1,38,0.1338872351,109,3,0,54.984375,1,1,"3",0,1,3973,"hold"
"11250","2005","09","01","Thursday",NA,0,"SB",18,1,"P",1,200,248,2,1,15,0,1,15,1,64.53125,1,2,"5",0,0,-3921,"hold"
"11251","2005","09","01","Thursday",NA,0,"SB",19,1,"P",1,250,186,1,1,2,0.1404779442,0,16,1,61.4375,1,1,"3",0,1,-4015,"hold"
"11252","2005","09","01","Thursday",NA,0,"SO",19,1,"P",1,100,187,56,1,2,0.0734320527,94,18,0,56.3671875,1,0,"3",0,1,-4078,"hold"
"11253","2005","09","01","Thursday",NA,0,"SA",22,1,"P",1,200,898,10,4,1,0.0363004281,216,5,4,93.203125,1,0,"1",0,3,-4104,"hold"
"11254","2005","09","01","Thursday",NA,0,"SO",22,0,"P",1,950,0,12,3,3,0.303160294,131,8,4,44.4921875,1,3,"3",0,1,-3943,"hold"
"11255","2005","09","01","Thursday",NA,0,"SL",19,1,"P",1,200,0,2,1,3,0.2448418643,35,1,1,37.7109375,1,1,"5",0,0,4009,"hold"
"11256","2005","09","01","Thursday",NA,0,"SO",52,1,"H",1,10900,9332,32,1,1,0,0,2,1,58.7890625,1,1,"5",0,0,4109,"hold"
"11257","2005","09","01","Thursday",NA,0,"SO",47,1,"H",2,1750,2014,1,1,2,0,0,20,5,51.3671875,2,1,"3",0,1,-4055,"hold"
"11258","2005","09","01","Thursday",NA,1,"SO",22,1,"P",1,750,807,19,2,2,0.6605944205,31,0,3,44.203125,1,1,"3",477,1,3995,"hold"
"11259","2005","09","01","Thursday",NA,0,"SC",31,1,"P",1,1200,620,26,2,4,0.3481179588,250,6,10,55.9921875,1,1,"3",0,2,4124,"hold"
"11260","2005","09","01","Thursday",NA,0,"SO",18,1,"P",1,750,93,7,1,3,0.5655059963,0,16,1,59.3828125,1,3,"5",0,0,-3996,"hold"
"11261","2005","09","01","Thursday",NA,1,"SE",18,1,"P",1,250,0,4,1,4,0.3099223049,41,18,0,33.2265625,1,3,"3",0,1,4065,"hold"
"11262","2005","09","01","Thursday",NA,1,"SL",18,1,"P",1,600,155,3,1,4,0.3875058526,0,2,0,52.125,1,4,"5",0,0,4101,"hold"
"11263","2005","09","01","Thursday",NA,0,"SN",19,1,"P",1,950,496,13,1,4,0.1688502436,1,22,0,48.3515625,1,4,"3",0,1,3884,"hold"
"11264","2005","09","01","Thursday",NA,0,"SN",18,1,"P",1,650,93,8,1,5,0,43,11,0,45.875,1,2,"5",0,0,4058,"hold"
"11265","2005","09","01","Thursday",NA,0,"SC",18,0,"P",1,200,30,10,1,5,0.0863751268,25,13,0,36.2734375,1,0,"5",101,0,-3919,"hold"
"11266","2005","09","01","Thursday",NA,0,"SC",18,1,"P",1,1050,248,8,1,7,0,44,13,1,40.28125,1,1,"3",0,1,3916,"hold"
"11267","2005","09","01","Thursday",NA,0,"SD",41,1,"R",1,950,496,86,2,7,0.0856007501,0,0,0,49.5625,1,3,"3",0,1,-4035,"hold"
"11268","2005","09","01","Thursday",NA,0,"SD",20,1,"P",1,1650,0,12,3,6,0.2791006081,34,18,2,69.125,1,1,"3",0,3,3948,"hold"
"11269","2005","09","01","Thursday",NA,0,"SA",18,1,"P",1,600,1178,4,1,7,0,0,11,0,71.34375,2,2,"3",0,1,4073,"hold"
"11270","2005","09","01","Thursday",NA,800,"SA",19,1,"P",1,750,931,8,2,7,0,11,14,1,82.25,2,0,"1",0,1,-4019,"hold"
"11271","2005","09","01","Thursday",NA,1,"SE",18,1,"P",1,1450,155,3,1,7,0,0,2,0,49.65625,1,1,"3",0,1,4062,"hold"
"11272","2005","09","01","Thursday",NA,0,"SF",18,1,"P",1,850,0,11,1,7,0.3420520974,50,0,0,58.8203125,1,4,"3",0,1,4006,"hold"
"11273","2005","09","01","Thursday",NA,1,"SK",18,1,"P",1,250,867,2,1,9,0.1328648916,0,11,0,69.546875,1,1,"5",0,0,3876,"hold"
"11274","2005","09","01","Thursday",NA,0,"SH",18,1,"P",1,100,124,14,1,9,0.0013366959,25,1,0,47.8125,2,0,"5",0,0,4112,"hold"
"11275","2005","09","01","Thursday",NA,1,"SF",18,1,"P",1,50,0,21,1,8,0.0473108755,0,5,0,71.03125,1,1,"3",0,1,-3941,"hold"
"11276","2005","09","01","Thursday",NA,2,"SF",18,1,"P",1,200,217,27,1,9,0.0058514867,30,5,0,77.015625,1,1,"3",0,1,-4145,"hold"
"11277","2005","09","01","Thursday",NA,0,"SE",18,1,"P",1,550,154,3,1,8,0,0,16,0,77.4375,1,1,"5",0,0,3872,"hold"
"11278","2005","09","01","Thursday",NA,0,"SC",18,1,"P",1,650,248,36,1,10,0.0384252121,0,9,0,54.9140625,1,1,"5",0,0,4047,"hold"
"11279","2005","09","01","Thursday",NA,0,"SK",20,3,"P",1,50,0,10,2,11,0.0699800199,25,6,3,51.234375,1,4,"3",191,2,3964,"hold"
"11280","2005","09","01","Thursday",NA,0,"SC",18,1,"P",1,150,186,9,1,10,0.1292817853,0,11,0,59.3984375,1,0,"5",0,0,4052,"hold"
"11281","2005","09","01","Thursday",NA,0,"SF",18,1,"P",1,350,372,7,1,11,0,20,5,0,51.5390625,1,0,"5",0,0,3899,"hold"
"11282","2005","09","01","Thursday",NA,1,"SB",19,1,"P",1,250,1,12,1,10,0.0044115827,25,10,2,88.484375,1,2,"3",0,1,3982,"hold"
"11283","2005","09","01","Thursday",NA,0,"SH",18,0,"P",1,500,403,16,1,11,0,0,3,0,79.703125,1,1,"5",101,0,4072,"hold"
"11284","2005","09","01","Thursday",NA,0,"SH",18,0,"P",1,950,93,48,1,12,0,41,18,2,56.640625,1,0,"3",0,1,-3888,"hold"
"11285","2005","09","01","Thursday",NA,1,"SC",18,1,"P",1,150,248,2,1,13,0,0,12,0,82.859375,1,1,"5",0,0,4060,"hold"
"11286","2005","09","01","Thursday",NA,1,"SB",18,0,"P",1,1650,590,13,1,12,0,0,8,0,26.46875,1,1,"3",0,1,3959,"hold"
"11287","2005","09","01","Thursday",NA,0,"SO",18,1,"P",1,350,898,49,1,14,0.0935382198,0,14,0,59.875,1,0,"5",0,0,3960,"hold"
"11288","2005","09","01","Thursday",NA,0,"SC",17,1,"P",1,850,1,8,1,13,0,39,6,1,51.546875,1,3,"5",0,0,4125,"hold"
"11289","2005","09","01","Thursday",NA,11,"SO",18,1,"P",1,100,245,4,1,14,0,0,15,0,66.4375,1,1,"5",0,0,3895,"hold"
"11290","2005","09","01","Thursday",NA,0,"SC",18,1,"P",1,1250,372,12,2,16,0.046484236,44,7,0,82.171875,1,0,"3",0,2,4129,"hold"
"11291","2005","09","01","Thursday",NA,0,"SO",18,1,"P",1,1150,434,1,1,18,0.1339431964,0,27,2,77.71875,1,1,"3",0,1,4018,"hold"
"11292","2005","09","01","Thursday",NA,0,"SB",19,1,"P",1,200,0,11,1,19,0.0242757547,39,12,0,84.6875,1,1,"5",0,0,4127,"hold"
"11293","2005","09","01","Thursday",NA,0,"SC",18,1,"P",1,400,92,12,1,19,0.0563365724,44,6,2,54.640625,1,0,"5",0,0,4010,"hold"
"11294","2005","09","01","Thursday",NA,0,"SC",18,1,"P",1,950,495,22,1,20,0,0,20,0,51.71875,1,0,"3",0,1,3967,"hold"
"11295","2005","09","01","Thursday",NA,1,"SO",19,1,"P",1,500,0,3,2,20,0,44,10,0,37.4921875,1,1,"3",0,1,4113,"hold"
"11296","2005","09","01","Thursday",NA,1,"SO",18,1,"P",1,250,93,23,2,20,0.0242867187,0,18,0,75.75,1,0,"3",0,1,3997,"hold"
"11297","2005","09","01","Thursday",NA,0,"SF",18,1,"P",1,100,0,9,1,21,0.1768561713,0,16,0,81.25,1,0,"3",0,1,3969,"hold"
"11298","2005","09","01","Thursday",NA,0,"SC",18,0,"P",1,350,248,24,1,22,0.118729034,0,10,0,71.625,1,1,"3",0,1,-4163,"hold"
"11299","2005","09","01","Thursday",NA,0,"SC",19,1,"P",1,800,0,5,1,23,0,34,16,1,63.4296875,1,2,"5",101,0,3903,"hold"
"11300","2005","09","01","Thursday",NA,1,"SC",88,1,"H",1,19400,14135,4,1,23,0.0572400383,0,24,0,63.328125,2,0,"3",0,1,-4066,"hold"
"11301","2005","09","01","Thursday",NA,0,"SC",18,0,"P",1,500,341,2,1,24,0,0,6,0,63.5859375,1,3,"5",0,0,4082,"hold"
"11302","2005","09","01","Thursday",NA,1,"SM",18,0,"P",1,2250,280,3,1,25,0,0,11,0,86.8125,1,1,"3",0,1,-4147,"hold"
"11303","2005","09","01","Thursday",NA,0,"SE",20,0,"P",1,200,0,10,2,25,0.1046987087,0,19,2,81.1875,1,0,"3",0,2,-4038,"hold"
"11304","2005","09","01","Thursday",NA,0,"SC",19,1,"P",1,750,0,29,1,28,0.1459498624,0,0,0,46.765625,2,1,"3",0,1,3933,"hold"
"11305","2005","09","01","Thursday",NA,0,"SO",19,1,"P",1,350,496,11,1,29,0.1910610441,35,6,0,60.4765625,1,4,"3",0,1,4092,"hold"
"11306","2005","09","01","Thursday",NA,0,"SL",18,0,"P",1,350,496,2,1,33,0,35,0,0,34.71875,1,1,"5",0,0,4158,"hold"
"11307","2005","09","01","Thursday",NA,1,"SO",18,1,"P",1,250,155,2,1,33,0.02029046,0,17,1,50.2578125,1,1,"5",0,0,4095,"hold"
"11308","2005","09","01","Thursday",NA,0,"SD",22,1,"P",1,700,401,86,2,33,0,25,25,4,68.28125,1,1,"3",0,1,4061,"hold"
"11309","2005","09","01","Thursday",NA,500,"SF",19,1,"P",1,3250,311,5,3,35,0.0123626423,166,27,3,72.328125,1,2,"3",10,3,-4143,"hold"
"11310","2005","09","01","Thursday",NA,0,"SO",19,1,"P",1,1500,2232,2,1,38,0,0,14,0,56.015625,1,1,"3",0,1,4089,"hold"
"11311","2005","09","01","Thursday",NA,0,"SF",18,1,"P",1,350,32,25,1,38,0,0,13,0,90.4375,1,3,"5",0,0,-3918,"hold"
"11312","2005","09","01","Thursday",NA,0,"SH",20,1,"P",1,50,0,19,1,44,0.1054417766,0,16,3,56.265625,2,1,"3",0,1,4162,"hold"
"11313","2005","09","01","Thursday",NA,0,"SD",18,1,"P",1,1000,310,23,1,51,0,94,9,0,68.65625,1,2,"3",0,1,3915,"hold"
"11314","2005","09","01","Thursday",NA,0,"SG",18,1,"P",1,1150,993,9,1,65,0,1,12,0,70.3125,1,3,"5",0,0,4140,"hold"
"11315","2005","09","01","Thursday",NA,0,"SB",18,1,"P",1,4550,3999,45,1,80,0,39,20,0,92.28125,1,1,"5",0,0,3893,"hold"
"11316","2005","09","02","Friday",NA,0,"SA",19,1,"P",1,550,155,21,1,27,0,0,2,0,55.390625,1,2,"5",0,0,4185,"hold"
"11317","2005","09","02","Friday",NA,2,"SB",23,2,"R",1,50,1178,14,1,1,0,675,10,0,55.5,2,0,"4",0,0,4357,"hold"
"11318","2005","09","02","Friday",NA,0,"SM",18,1,"P",1,350,157,39,2,3,0.2813153854,35,15,0,53.75,1,1,"5",101,0,4433,"hold"
"11319","2005","09","02","Friday",NA,0,"SC",18,1,"P",1,100,1333,2,1,7,0.128070496,20,15,1,61.875,1,0,"5",0,0,4392,"hold"
"11320","2005","09","02","Friday",NA,0,"SB",19,1,"P",1,400,403,16,1,80,0,51,7,2,82.15625,1,1,"3",0,1,4353,"hold"
"11321","2005","09","02","Friday",NA,0,"SB",19,1,"P",1,100,620,41,1,2,0,48,5,2,53.609375,2,2,"3",0,1,4380,"hold"
"11322","2005","09","02","Friday",NA,0,"SO",18,1,"P",1,50,805,25,1,5,0,676,0,0,84.046875,1,0,"5",0,0,4404,"hold"
"11323","2005","09","02","Friday",NA,0,"SK",18,1,"P",1,200,0,55,1,7,0.080589266,31,0,0,49.3125,1,0,"3",0,1,4206,"hold"
"11324","2005","09","02","Friday",NA,0,"SH",18,1,"P",1,200,0,1,2,8,0.1905790917,35,0,2,74.96875,1,1,"5",0,0,4323,"hold"
"11325","2005","09","02","Friday",NA,1,"SA",18,1,"R",1,300,0,23,1,10,0.0609101122,180,7,0,52.265625,1,1,"3",0,1,4393,"hold"
"11326","2005","09","02","Friday",NA,0,"SH",19,1,"P",1,750,0,13,1,12,0.1786719672,0,14,1,39.3515625,1,0,"5",0,0,4211,"hold"
"11327","2005","09","02","Friday",NA,1,"SF",18,1,"P",1,1300,63,3,2,15,0.1103585931,50,12,0,64.140625,1,2,"3",0,2,4251,"hold"
"11328","2005","09","02","Friday",NA,0,"SO",19,1,"P",1,1650,0,47,1,18,0.0467270685,1,24,0,70.140625,1,0,"3",0,1,4187,"hold"
"11329","2005","09","02","Friday",NA,0,"SE",18,1,"P",1,200,124,16,1,19,0,0,18,0,68.21875,1,3,"3",0,1,4320,"hold"
"11330","2005","09","02","Friday",NA,0,"SO",19,1,"P",1,200,61,3,2,26,0,1,8,2,66.359375,1,0,"3",0,2,4400,"hold"
"11331","2005","09","02","Friday",NA,200,"SA",20,1,"P",1,600,837,39,1,28,0,29,4,0,85.15625,1,2,"5",101,0,4341,"hold"
"11332","2005","09","02","Friday",NA,0,"SA",19,1,"P",1,1050,1053,1,1,31,0.2093296503,0,3,1,59.5859375,1,3,"3",0,1,4389,"hold"
"11333","2005","09","02","Friday",NA,0,"SO",18,1,"P",1,1600,1735,38,1,42,0.1296548448,101,11,0,55.0546875,1,1,"5",0,0,4258,"hold"
"11334","2005","09","02","Friday",NA,0,"SB",21,1,"R",1,200,1551,9,2,5,0.2524055457,0,0,0,55.21875,1,0,"5",0,0,4203,"hold"
