"","Year","Month","Day","wday","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","D_02","I_03","I_04","I_05","I_06","D_01","ER_01","ER_02","P_01","S_01","S_02","CA_01","CA_02","CA_03","GOOD","id","app_id","na_prop"
"12707","2005","09","23","Friday",0,"SA",23,6,"P",1.39,2650,877.94,46,1,13,0,33.32,6,4.64,69.6875,1,1.01,"3",3166,1,NA,"dm",-14294,0.3
"12708","2005","09","23","Friday",0,"SL",19,1,"P",1,1000,123,4,1.3,14,0.2859514467,0,6,1.22,65.078125,1,2,"5",167.17,0,NA,"dm",-14307,0.166666666666667
"12709","2005","09","23","Friday",400,"SF",22,5,"P",1.3,950,684.22,23,2,14,0.1030102877,0,6,4,59.0625,1,1,"3",2593,2,NA,"dm",-14304,0.333333333333333
"12710","2005","09","23","Friday",1,"SF",21,1.1,"P",1.11,50,280.23,7,1,15,0.1158654091,45.96,6,4,51.8984375,1.09,2.61,"3",0,1,NA,"dm",-14300,0.233333333333333
"12711","2005","09","23","Friday",0,"SO",23,1,"P",1.08,600,1012.81,17,1,17,0.0455878149,0,21,6,98.765625,1,1.37,"3",67,1,NA,"dm",-14318,0.2
"12712","2005","09","23","Friday",0,"SO",19,1,"P",1.16,150,0,7,1.1,19,0.0354773569,18.665,21,1,56.8671875,1.03,2.53,"5",0.683999999998809,0,NA,"dm",-14297,0.366666666666667
"12713","2005","09","23","Friday",0,"SA",19,0,"P",1.03,261.5,93.06,19,1,24,0.0345495562,23.49,10,0,55.5625,1,0,"3",0,1,NA,"dm",-14317,0.133333333333333
"12714","2005","09","23","Friday",0,"SO",21,1,"P",1.06,741,257.1,38,1,25,0.0180973074,32.4,23,4,83.140625,1.05,2.42,"3",0,1,NA,"dm",-14322,0.366666666666667
"12715","2005","09","23","Friday",0,"SO",18,1,"P",1.04,330.5,111.79,14.08,1.1,30,0.0284123986,34.095,6,0,41.515625,1.05,2.44,"5",0.109999999998807,0,NA,"dm",-14298,0.4
"12716","2005","09","23","Friday",0,"SK",19,2,"P",1.105,250,0,12,1,40,0.0907172114,0,23,1,84.53125,1.05,2.53,"3",0,1,NA,"dm",-14308,0.366666666666667
"12717","2005","09","23","Friday",480,"SA",21,1,"P",3,2550,959,2,4,53,0.0580023784,28,21,4,47.796875,4,1,"3",957,4,NA,"dm",-14306,0.433333333333333
"12718","2005","09","24","Saturday",0,"SO",25,1,"R",1.39,605,552.16,21.22,1.69,6,0.0449218325,143.82,4.5,1.51,35.296875,1.09,2.09,"5",8.14999999999924,0,NA,"dm",-14295,0.433333333333333
"12719","2005","09","24","Saturday",0,"SL",20,1,"P",1.24,836.5,507.82,25.3,1.47,15.24,0.6413922533,45,12.14,2.39,68.34375,1.05,2.04,"5",69.6599999999991,0,NA,"dm",-14321,0.0333333333333333
"12720","2005","09","24","Saturday",0,"SC",20,1.18,"R",1.29,530.5,410.82,19.1,1.28,10.46,0.0275216266,60.48,7.36,0.77,32.3125,1,0,"5",49.5,0,NA,"dm",-14292,0.1
"12721","2005","09","24","Saturday",1,"SD",20,2,"P",1,693,270.09,4,2,27.88,0.0836703752,66,11.72,2.345,72.328125,1.06,2.29714285714286,"3",0,1,NA,"dm",-14309,0.166666666666667
"12722","2005","09","24","Saturday",0,"SH",21,0,"R",1.46,1400,156,7,2,26.39,0.3470781203,821,13.71,3.24,72.984375,1,1.22,"3",0,2,NA,"dm",-14302,0.3
"12723","2005","09","24","Saturday",0,"SB",22,1,"P",1.47,688,444.58,33,1.88,2,0.1347520184,61.2,6,5,42.71875,1.11,2.09,"5",60.1499999999993,0,NA,"dm",-14330,0.233333333333333
"12724","2005","09","24","Saturday",0,"SO",18,0.89,"P",1.2,610.5,296.41,21.77,1.1,3,0,39.57,10.68,0.22,83.609375,1,0.73,"5",17.29,0,NA,"dm",-14341,0.0666666666666667
"12725","2005","09","24","Saturday",1,"SC",20,1,"R",1.57,617,452,14,1,8,0.0149833501,230,22,0,25.48828125,1,2,"2",0,1,NA,"dm",-14340,0.0666666666666667
"12726","2005","09","24","Saturday",0,"SO",18,1,"R",1.1,412.5,486.1,26.97,1.05,9,0.1750258179,51.4,1,0.18,63.8203125,1.06,2.12,"5",16.3899999999988,0,NA,"dm",-14326,0.133333333333333
"12727","2005","09","24","Saturday",740,"SB",21,1,"P",1.28,1350,1459,15,1,17,0.1770246904,0,24,3,51.9765625,1,3,"3",195,1,NA,"dm",-14329,0.2
"12728","2005","09","24","Saturday",0,"SC",18,1,"P",1.1,449,307.44,26.916,1.07,18,0.1947116456,32.23,15,0,40.359375,1.05,2.2,"5",-1.03852926258696e-12,0,NA,"dm",-14350,0.166666666666667
"12729","2005","09","24","Saturday",0,"SO",18,1,"P",1,365,85.6,3,1,30,0.0154892159,24.8825,10,0,93.84375,1.02,2.18,"3",0,1,NA,"dm",-14345,0.333333333333333
"12730","2005","09","24","Saturday",1,"SL",20,1.32,"R",1.19,610.5,437.32,20.89,1.44,11.21,0,54.65,9.34,1.24,47.76535156255,1.05,1.77,"4",14.489999999999,0,NA,"dm",-14346,0.3
"12731","2005","09","24","Saturday",0,"SO",18,1,"R",1.09,387.5,432.98,28.05,1.07,14.85,0,42.22,8.14,0.11,52.5175390625,1.02,2.43,"5",-1.19541709864279e-12,0,NA,"dm",-14349,0.366666666666667
"12732","2005","09","24","Saturday",1,"SD",19,0.98,"R",1.2,522.5,431.43,21.83,1.22,9.32,0,73.66,6.95,1.16,48.11623046875,1.03,2.06,"4",11.9099999999989,0,NA,"dm",-14351,0.233333333333333
"12733","2005","09","24","Saturday",0,"SL",22,1,"P",1.12,577.5,407.85,22.8,1.26,15.13,0,53.27,11.55,2.44,58.3716796875,1.01,1.79,"4",17.089999999999,0,NA,"dm",-14360,0.133333333333333
"12734","2005","09","24","Saturday",0,"SO",26,1,"R",1.32,629.5,686.46,25.73,1.69,5.69,0.2641364122,72.42,3.4,1.33,28.80078125,1.1,1.84,"5",38.5799999999993,0,NA,"dm",-14347,0.1
"12735","2005","09","24","Saturday",0,"SH",23,2,"R",1.18,762.5,594.02,25.9,1.46,6.98,0.2502476154,56.99,5.95,1.11,35.4765625,1.06,1.88,"5",28.7699999999993,0,NA,"dm",-14382,0.3
"12736","2005","09","24","Saturday",0,"SO",26,0.99,"R",1.21,722,771.81,24.87,1.7,6.78,0.0847737007,62.97,6.74,1.53,59.3203125,1.05,2.03,"5",54.4499999999992,0,NA,"dm",-14371,0.433333333333333
"12737","2005","09","24","Saturday",0,"SO",22,1.05,"R",1.07,508,490.27,23.62,1.21,12.35,0.1422859002,50.59,8.7,1.1,59.25,1.02,2.05,"5",9.49999999999897,0,NA,"dm",-14389,0.433333333333333
"12738","2005","09","24","Saturday",0,"SC",19,1,"R",1.32,510,456.18,20.03,1.24,12.17,0.1091499848,49.06,7.5,1.37,33.90625,1,0,"5",28.55,0,NA,"dm",-14387,0.366666666666667
"12739","2005","09","24","Saturday",0,"SC",28,1,"R",1.33,1650,1704,9,1,8.77,0,34,9.51,2.62,41.484375,1.07,2.67,"3",0,1,NA,"dm",-14385,0.466666666666667
"12740","2005","09","24","Saturday",0,"SB",30,1,"R",1.4,50,973.64,21,1,7.86,0.4763228372,0,8.77,2.09,30.546875,1,1.36,"3",27,1,NA,"dm",-14388,0.266666666666667
"12741","2005","09","24","Saturday",0,"SO",18,1,"P",1.04,330,248.65,46,1,20.94,0.2038575662,35.01,14.69,0.25,72.53125,1.05,2.11,"3",0,1,NA,"dm",-14383,0.466666666666667
"12742","2005","09","24","Saturday",1,"SN",32,1,"H",1.83,5000,1487,14,4,24.18,0.13932826,144,15.18,5,80.671875,1,1,"3",3031,1,NA,"dm",-14372,0.2
"12743","2005","09","24","Saturday",0,"SA",17,1,"P",1.06,385,335.75,28.11,1.01,22.53,0,42.5533333333333,11.64,0.04,66.921875,1,0.71,"5",10.7,0,NA,"dm",-14390,0.2
"12744","2005","09","24","Saturday",0,"SF",18,1,"P",1.22,448,472.42,29.165,1.14,2,0.064017032,51.32,3,0.26,36.7890625,1.08,1.98,"5",12.0499999999989,0,NA,"dm",-14403,0.2
"12745","2005","09","24","Saturday",0,"SC",21,1,"P",1.47,745.5,507.21,18,1,1,0,167,4.46,0,15.27734375,1.08,2.09,"5",34.1999999999992,0,NA,"dm",-14396,0.2
"12746","2005","09","24","Saturday",1,"SE",21,1,"P",3,1000,961,3,2,2,0,0,11.33,5.84,82.90625,1,2,"3",0,1,NA,"dm",-14404,0.266666666666667
"12747","2005","09","24","Saturday",1,"SL",18,0,"P",1.41,460,378.51,26.27,1.3,2,0.0109457565,76.84,5.3,0.39,27.890625,1.13,1.79,"5",11.0199999999992,0,NA,"dm",-14408,0.3
"12748","2005","09","24","Saturday",0,"SA",19,1,"P",1.16,299,365.26,24.465,1.1,3,0.159929994,44.08,5,0.86,48.6328125,1.04,2.09,"5",8.97999999999897,0,NA,"dm",-14392,0.466666666666667
"12749","2005","09","24","Saturday",11,"SO",21,1,"R",1.29,485.5,519.97,26,1.28,5,0.163787636,74.01,3.53,1.09,57.5703125,1,1,"5",24.89,0,NA,"dm",-14443,0.333333333333333
"12750","2005","09","24","Saturday",0,"SO",31,1,"R",1.36,786.5,841.86,14,4,5,0.1645420208,146.72,2,1,53.2890625,1,1,"3",0,1,NA,"dm",-14411,0.233333333333333
"12751","2005","09","24","Saturday",1,"SO",18,1,"P",1.08,344,229.42,22,1,7,0,34.8,6.73,0,29.046875,1.04,2.32,"3",0,1,NA,"dm",-14420,0.166666666666667
"12752","2005","09","24","Saturday",0,"SC",18,1,"P",1.15,399,350.01,48,1,9,0,43.27,8,0,49.15625,1.05,2.11,"3",0,1,NA,"dm",-14432,0.1
"12753","2005","09","24","Saturday",0,"SM",19,1,"P",1,1100,341.02,1,3,8,0,0,24,2,38.484375,1,1,"3",0,2,NA,"dm",-14423,0.466666666666667
"12754","2005","09","24","Saturday",0,"SB",21,1,"P",1,2250,1116,4,1,8,0,375,25,5.18,64.734375,1,1.48,"3",466,1,NA,"dm",-14436,0.4
"12755","2005","09","24","Saturday",0,"SC",23,4,"P",1.29,829.5,600.84,11,2,9,0.4127709707,0,2,2.91,37.625,1.05,4,"3",0,1,NA,"dm",-14415,0.433333333333333
"12756","2005","09","24","Saturday",0,"SA",19,1,"P",1.05,150,62,12,1,9,0,30,6,2,47.578125,1.05,2.79,"3",0,1,NA,"dm",-14418,0.433333333333333
"12757","2005","09","24","Saturday",0,"SO",21,0,"P",1.11,592.75,426.94,8,2,10,0.3252562219,0,4,3,66.8125,1.01,3,"3",0,1,NA,"dm",-14412,0.2
"12758","2005","09","24","Saturday",0,"SF",19,1,"P",1.1,382,370.83,22.03,1.07,10,0.1446334431,35.16,5,0.95,63.9765625,1.01,1.79,"5",12.9399999999993,0,NA,"dm",-14424,0.133333333333333
"12759","2005","09","24","Saturday",0,"SB",19,1,"P",1.31,1400,1488,8,1,12,0,50,1,2,77.84375,1,1,"3",91,1,NA,"dm",-14430,0.0666666666666667
"12760","2005","09","24","Saturday",0,"SB",20,1,"P",1.65,850,0,9,2,12,0,254.343333333333,2,3,88.40625,2,1,"3",343,2,NA,"dm",-14414,0.1
"12761","2005","09","24","Saturday",0,"SA",21,4,"P",2,894.5,464.79,2,1,12,0.094989215,0,15,2.56,58.265625,2,1,"3",0,1,NA,"dm",-14427,0.0666666666666667
"12762","2005","09","24","Saturday",500,"SF",18,0.91,"P",3,624.5,375.71,2,3,13,0.1992046316,365,7,0,46.6484375,4,1,"3",0,2,NA,"dm",-14421,0.2
"12763","2005","09","24","Saturday",0,"SH",18,1,"P",1.05,513,395.68,27.37,1.04,14,0.149973494,29.23,10,0,81.328125,1.06,2.17,"5",19.7299999999989,0,NA,"dm",-14446,0.0666666666666667
"12764","2005","09","24","Saturday",200,"SG",20,2,"P",1.28,999.166666666667,484.635,10,1,14,0.1186077166,54.83,14,2.34,40.9375,1,2,"3",677,1,NA,"dm",-14458,0.2
"12765","2005","09","24","Saturday",0,"SO",18,1,"P",1.03,305.5,181.38,15.34,1.02,15,0,26.29,13,0,71.703125,1.01,2.09,"5",0.419999999998963,0,NA,"dm",-14455,0.433333333333333
"12766","2005","09","24","Saturday",0,"SD",21,0,"P",1,2250,62,4,2,17,0,50,19,12,70.015625,1.14,2.42,"3",0,1,NA,"dm",-14448,0.0666666666666667
"12767","2005","09","24","Saturday",0,"FT",24,1.29,"P",1.37,250,215,17,1.78,19,0.161222328,77.06,14,4,60.4921875,1,0,"5",131.8,0,NA,"dm",-14479,0.166666666666667
"12768","2005","09","24","Saturday",2,"SO",20,1.13,"P",1.11,700,254.56,20,1,19,0.1483266214,39.59,25,2,59.765625,1.05,2.53,"3",0,1,NA,"dm",-14468,0.233333333333333
"12769","2005","09","24","Saturday",0,"SO",19,1,"P",1,250,30,4,1,20,0.015997797,24,18,0,83.875,1,0,"3",0,1,NA,"dm",-14470,0.366666666666667
"12770","2005","09","24","Saturday",1,"SH",23,1,"P",2.17,900,1968.44,21,1,25,0.0005487114,183.13,15.77,26,83.90625,1,1.13,"3",693,1,NA,"dm",-14474,0.0666666666666667
"12771","2005","09","24","Saturday",0,"SA",20,0,"P",1.14,783.5,181.62,9,2,39,0,19.38,22,1,80.53125,1,4,"3",0,2,NA,"dm",-14485,0.133333333333333
"12772","2005","09","27","Tuesday",0,"SO",26,1,"R",1.09,584.5,535.19,24.29,1.32,8.62,0.0273690421,79.4,4.71,0.9,30.54296875,1.08,1.96,"5",11.9499999999992,0,NA,"dm",-14488,0.1
"12773","2005","09","27","Tuesday",0,"SD",27,0,"R",1.22,774,663.26,23.37,1.59,6.81,0.0901151635,82.8,3.73,1.53,36.6796875,1.13,2.03,"5",11.5999999999992,0,NA,"dm",-14491,0.233333333333333
"12774","2005","09","27","Tuesday",160,"SO",20,1.14,"P",1.02,318,264.2,22.18,1.06,12.74,0,26.27,10.218,0.993333333333333,55.4905078125,1,1,"5",43.98,0,NA,"dm",-14492,0.366666666666667
"12775","2005","09","27","Tuesday",0,"SN",18,1,"P",1.06,420.5,414.59,26.04,1.04,8.72,0,32.76,0,0,60.412421875,1,0,"5",40.26,0,NA,"dm",-14534,0.366666666666667
"12776","2005","09","27","Tuesday",0,"SA",18,1,"P",2,400,247,2,1,18.99,0.4831669899,0,14.01,0.78,50.078125,1.3,3,"3",0,1,NA,"dm",-14505,0.366666666666667
"12777","2005","09","27","Tuesday",0,"SA",20,1,"P",1.23,412,312.79,36,1,1,0.0175771399,62.53,3,1,17.921875,1,0.77,"3",2,1,NA,"dm",-14533,0.4
"12778","2005","09","27","Tuesday",0,"SC",26,1,"H",1.09,550,653,22,1.38,2,0,46.93,8.37,1.75,67.5625,1,2,"5",142.66,0,NA,"dm",-14522,0.433333333333333
"12779","2005","09","27","Tuesday",0,"SF",18,1,"P",1.14,441.5,438.02,28.57,1.14,2,0.1701736129,39.68,1,0,63.625,1,1,"5",62.1075,0,NA,"dm",-14515,0.5
"12780","2005","09","27","Tuesday",0,"SB",21,1,"P",1.23,850,0,9,1,3,0.0939543317,40,27,2,62.1640625,1,0,"3",371,1,NA,"dm",-14508,0
"12781","2005","09","27","Tuesday",0,"SC",21,0,"P",1.16,821,434.22,61,1,3,0.2550091138,36.9,0,0,70.734375,1.05,1.95,"3",0,1,NA,"dm",-14506,0.2
"12782","2005","09","27","Tuesday",0,"SO",18,1,"P",1,353,106.45,1,1.1,5,0,19.62,9.6,0.33,53.46875,1,1,"5",11.9,0,NA,"dm",-14509,0.1
"12783","2005","09","27","Tuesday",0,"SO",19,1,"P",1.35,1450,0,7,1,5,0.0741574583,26,0,0,78.6875,1,0,"3",0,1,NA,"dm",-14507,0.133333333333333
"12784","2005","09","27","Tuesday",0,"SN",30,1,"P",1.18,1936,1280.29,25,1.65,8,0.0756272974,1,21,12,62.6640625,1.07,1.9,"5",210.97,0,NA,"dm",-14548,0.166666666666667
"12785","2005","09","27","Tuesday",0,"SO",19,1,"P",1.02,365,216.85,12.7641666666667,1.07,10,0,18.52,1,1,73.109375,1,0,"5",23.72,0,NA,"dm",-14535,0.333333333333333
"12786","2005","09","27","Tuesday",0,"SD",19,1,"P",1.43,580.5,300.5,8,1.52,11,0.0011544089,194,13,1,46.4140625,1,0,"5",96.77,0,NA,"dm",-14543,0.266666666666667
"12787","2005","09","27","Tuesday",0,"SL",20,1,"P",1.19,552,360.126666666667,8,1,16,0.5043013263,63,13,0,70.140625,1.23,3,"3",0,1,NA,"dm",-14555,0.233333333333333
"12788","2005","09","27","Tuesday",0,"SA",20,1,"P",1.13,462,282.54,47,1,15,0.2754428796,29.04,18,0,87.171875,1,0,"3",10,1,NA,"dm",-14565,0.2
"12789","2005","09","27","Tuesday",360,"SG",20,1,"P",1.37,922,802.72,15,3,16,0.40348507,0,3,2,45.1171875,1,0,"2",391,3,NA,"dm",-14574,0.266666666666667
"12790","2005","09","27","Tuesday",0,"SF",21,2,"P",1.26,3250,2109,25,1,16,0,51,21,5,62.3203125,1,0,"3",1009,1,NA,"dm",-14578,0.0666666666666667
"12791","2005","09","27","Tuesday",0,"SO",18,1,"R",1.34,200,336.76,18,1,45,0.1702310746,63.08,5,0,50.9375,2,1,"3",221,1,NA,"dm",-14573,0.233333333333333
"12792","2005","09","27","Tuesday",1,"SO",18,1,"P",1.05,298,214.67,26.71,1.01,18.7,0,24.41,13.21,0.00999999999999995,72.45921875,1.02,1.995,"5",0.0799999999989731,0,NA,"dm",-14582,0.366666666666667
"12793","2005","09","27","Tuesday",0,"SO",25,1,"R",1.09,589,504.75,25.39,1.36,11.38,0,51.24,7.94,0.93,31.22265625,1.04,1.99,"5",11.0799999999992,0,NA,"dm",-14588,0.0666666666666667
"12794","2005","09","27","Tuesday",0,"SO",18,0.85,"R",1.3,492.5,415.07,25.25,1.09,14.92,0.0684409458,73.26,7.63,0.24,15.541015625,1.15,2.05,"5",15.2399999999988,0,NA,"dm",-14580,0.2
"12795","2005","09","27","Tuesday",800,"SK",25,1.01,"R",1.27,696,525.68,23.05,1.4,11.25,0.2263470422,51.52,6.42333333333333,0.86,63.390625,1.08,1.88,"5",38.2699999999992,0,NA,"dm",-14581,0.233333333333333
"12796","2005","09","27","Tuesday",800,"SF",25,0.95,"R",1.25,798.5,717.87,25.51,1.68,9.09,0,92.04,5.69,1.43,40.486181640625,1.06,1.56,"4",74.6699999999994,0,NA,"dm",-14606,0.4
"12797","2005","09","27","Tuesday",0,"FT",19,0.99,"R",1.18,656,485.86,25.34,1.21,14.52,0,49.51,9.195,1.16,50.82140625,1.06,1.65,"4",54.2599999999991,0,NA,"dm",-14605,0.466666666666667
"12798","2005","09","27","Tuesday",0,"SC",19,1,"P",1.07,347.5,283.05,27.05,1.01,9.73,0,44.39,9.93,0.493333333333333,25.375,1.05,2.06,"5",8.36999999999898,0,NA,"dm",-14599,0.166666666666667
"12799","2005","09","27","Tuesday",0,"FT",19,1,"P",1.09,510,336.84,23.2,1.23,17.53,0.1048942469,32.64,13.23,1.07,66.65625,1,0,"5",66.83,0,NA,"dm",-14601,0.466666666666667
"12800","2005","09","27","Tuesday",1040,"SG",19,1,"R",1.2,755,447.9,20.59,1.34,15.94,0.0542717142,34.74,9.045,1.21,61.484375,1,0,"5",124.74,0,NA,"dm",-14613,0.433333333333333
"12801","2005","09","27","Tuesday",0,"SE",21,2,"R",1,1700,495,3,1,12.34,0.3627257012,33.51,7.83,1.54,47.265625,1,0,"3",0,1,NA,"dm",-14615,0.133333333333333
"12802","2005","09","27","Tuesday",0,"SB",38,3,"H",1,600,557,4,1,9.74,0.0638118316,169,6.68,2.47,47.484375,1,2,"3",0,1,NA,"dm",-14608,0.133333333333333
"12803","2005","09","27","Tuesday",900,"SO",48,1,"R",1.36,2300,1706,10,1,9.34,0.0423830276,0,0,4,46.5078125,1,0,"3",151,1,NA,"dm",-14617,0.133333333333333
"12804","2005","09","27","Tuesday",500,"SN",27,2,"R",1.5,3400,0,12,1,15.89,0,73.91,8.56,2.66,15.333984375,1,1.31,"3",1559,1,NA,"dm",-14600,0.433333333333333
"12805","2005","09","27","Tuesday",0,"SH",22,1,"R",1.13,500,528,22,1,17.54,0,33.66,13.26,0,75.53125,1,0,"3",0,1,NA,"dm",-14648,0.133333333333333
"12806","2005","09","27","Tuesday",980,"SN",34,1.22,"R",1.23,3591.5,1939.68,49,3,9.6,0.7457040418,117.58,0,0,47.359375,1.14,1.65,"5",310.16,0,NA,"dm",-14628,0.3
"12807","2005","09","27","Tuesday",1900,"SB",40,1,"H",1.3,2950,2634,12,3,9.84,0.2568589048,149,5.71,2.41,60.0234375,1,2,"3",243,2,NA,"dm",-14646,0.433333333333333
"12808","2005","09","27","Tuesday",0,"SB",20,2,"P",1.12,477.5,293.95,15.7,1.2,16.55,0.0027892781,75,10.19,1.3,13.162109375,1.06,3,"5",84.2199999999991,0,NA,"dm",-14623,0.366666666666667
"12809","2005","09","27","Tuesday",1,"SL",18,1,"P",1.1,50,196.03,7,1,1,0,22.22,1,0.61,77.875,1,1,"3",0,1,NA,"dm",-14647,0.366666666666667
"12810","2005","09","27","Tuesday",0,"SF",18,0,"P",1.11,466.5,345.78,62,1,3,0,32.95,0,0,61.6328125,1.13,1.97,"3",0,1,NA,"dm",-14644,0.266666666666667
"12811","2005","09","27","Tuesday",0,"SC",18,1,"P",1.08,377.5,386.93,27,1.08,3,0.0259428553,32.6,17,0,36.8515625,1,0,"5",19.86,0,NA,"dm",-14620,0.3
"12812","2005","09","27","Tuesday",0,"SO",24,1,"P",1.13,529.5,597.89,18,1.46,2,0,45,12,2.22,52.2578125,1.05,2.48,"5",19.7399999999991,0,NA,"dm",-14618,0.4
"12813","2005","09","27","Tuesday",0,"SO",19,1,"P",1.3,418,399.61,30,1,3,0.0222601133,46.81,2,0,64.296875,2,0,"3",0,1,NA,"dm",-14640,0.233333333333333
"12814","2005","09","27","Tuesday",0,"SH",20,2,"P",1,900,899,1,16,2,0.0558223946,0,23,2,69.640625,1,1,"3",0,2,NA,"dm",-14645,0.2
"12815","2005","09","27","Tuesday",500,"SO",20,2,"P",1.19,798,432.585,14,1,4,0.0688328648,25,3,2,19.71484375,1,1.11,"3",622,1,NA,"dm",-14633,0.1
"12816","2005","09","27","Tuesday",0,"SH",18,1,"P",1.17,750,415.68,21,1,5,0.1572270421,38.57,0,0.41,49.21875,1,0.6,"3",285,1,NA,"dm",-14665,0.3
"12817","2005","09","27","Tuesday",0,"SH",18,0,"P",1.16,590.166666666667,403.57,22,1,4,0.4329013312,47.98,17,0,48.640625,1.14,1.89,"3",26.389999999999,0,NA,"dm",-14652,0.166666666666667
"12818","2005","09","27","Tuesday",0,"SO",18,1,"P",1,2226.5,1134.12,1,1.86,6,0.0566816041,45,3,7,79.328125,2,0,"5",173.82,0,NA,"dm",-14685,0.3
"12819","2005","09","27","Tuesday",1,"SO",20,1,"P",1.66,950,1241,11,6,6,0.0641896219,136,3,1,52.2265625,2,0,"2",1101,5,NA,"dm",-14674,0.1
"12820","2005","09","27","Tuesday",100,"SB",22,1,"P",1.25,50,429.54,19,4,7,0.3122013193,67.72,5,3,65.5,1,1.12,"3",0,2,NA,"dm",-14672,0.333333333333333
"12821","2005","09","27","Tuesday",0,"SE",26,1,"R",1.35,150,656.96,35,4,8,0.35408518,96.92,4,0,47.1328125,2,0,"2",0,2,NA,"dm",-14670,0.266666666666667
"12822","2005","09","27","Tuesday",0,"SL",18,1,"P",1,406.5,268.75,2,1.18,9,0.3811951857,0,11,0.39,74.875,1,1,"5",32.46,0,NA,"dm",-14701,0.5
"12823","2005","09","27","Tuesday",300,"SO",19,1,"P",1.16,941,451.925,6,2,10,0.0370561637,0,1,1.805,45.8828125,1,2,"3",689,1,NA,"dm",-14709,0.266666666666667
"12824","2005","09","27","Tuesday",200,"SO",18,1,"P",2,550,189.93,5,2,11,0.3346579298,1,18,0,44.5078125,1,0,"3",0,2,NA,"dm",-14708,0.2
"12825","2005","09","27","Tuesday",0,"SB",18,1,"P",1.09,300,243.33,6,1,12,0,0,3,1,62.8125,1,1.04,"3",129,1,NA,"dm",-14703,0.3
"12826","2005","09","27","Tuesday",1,"SO",19,1,"P",1.17,500.5,163.61,10,1,12,0.0249209285,0,19,0,58.75,1.04,4,"3",0,1,NA,"dm",-14696,0.3
"12827","2005","09","27","Tuesday",1,"SC",21,0,"P",1.23,826.5,434.51,34,1,13,0.0743603415,19.76,12,3,74.84375,1,0,"3",0,1,NA,"dm",-14706,0.133333333333333
"12828","2005","09","27","Tuesday",200,"SC",19,1,"P",2,550,92,3,2,14,0.41446866,88,5,2,56.3828125,2,0,"3",0,2,NA,"dm",-14700,0.1
"12829","2005","09","27","Tuesday",0,"SF",18,1,"P",1.09,378,320.66,31.326,1.07,15,0.0205800202,35.22,5,0,84.078125,1.06,1.83,"5",2.14999999999899,0,NA,"dm",-14690,0.166666666666667
"12830","2005","09","27","Tuesday",800,"SB",20,1.37,"P",1.11,650,309,9,1,15,0.0262275233,34.15,8,0,54.828125,1,4,"3",387,1,NA,"dm",-14716,0.233333333333333
"12831","2005","09","27","Tuesday",0,"SH",18,1,"P",1.1,475.5,231.37,22,1,16,0.0844861332,26.06,11,0,42.09375,1,1,"3",0,1,NA,"dm",-14724,0.166666666666667
"12832","2005","09","27","Tuesday",0,"SO",18,1,"P",1.1,371,228.95,28,1,15,0,18.24,15,0,89.8125,1,0,"3",0,1,NA,"dm",-14712,0.233333333333333
"12833","2005","09","27","Tuesday",1,"SO",20,1,"P",1.12,456,243.2,38,1,17,0,21.88,20,2,87.21875,1,0,"3",0,1,NA,"dm",-14738,0.5
"12834","2005","09","27","Tuesday",0,"SH",18,0,"P",1.07,459.666666666667,249.58,21.13,1.15,17,0.0832587483,41.75,15,0,40.046875,1,0,"5",12.925,0,NA,"dm",-14750,0.233333333333333
"12835","2005","09","27","Tuesday",1,"SM",18,1,"P",1,439,162.64,2,1,18,0.0998916621,14.3275,12,0,78.53125,1,1,"3",0,1,NA,"dm",-14756,0.233333333333333
"12836","2005","09","27","Tuesday",100,"SO",19,0.96,"P",1.15,448,208.4,12,1,19,0.3065515086,0,23,1,74.734375,1.03,2.9,"3",0,1,NA,"dm",-14755,0.133333333333333
"12837","2005","09","27","Tuesday",1,"SO",18,1,"P",1.07,301.5,157.91,21.2066666666667,0.999999999999999,21,0.0393500313,23.07,11,0,62.3046875,1.03,1.965,"5",0.809999999998973,0,NA,"dm",-14754,0.466666666666667
"12838","2005","09","27","Tuesday",0,"SO",18,0,"P",1.09,337.5,237.62,64,1,21,0,27.03,22,0,73.53125,1.07,2.025,"3",0,1,NA,"dm",-14757,0.166666666666667
"12839","2005","09","27","Tuesday",0,"SB",21,4,"P",1.11,710.5,490.82,26.15,1.46,23,0.2058806946,41.68,12,4,54.2109375,1.07,2.19,"5",204.64,0,NA,"dm",-14732,0.366666666666667
"12840","2005","09","27","Tuesday",0,"SA",19,0,"P",1,150,1,3,1,23,0.0807691966,19.24,10,1,58.671875,1.09,2.42,"3",0,1,NA,"dm",-14733,0.233333333333333
"12841","2005","09","27","Tuesday",0,"SO",19,0,"P",1.11,362.5,206.8,25,1,25,0,24.99,3,2,50.7421875,1.08,4,"3",0,1,NA,"dm",-14753,0.333333333333333
"12842","2005","09","27","Tuesday",1,"SC",19,1,"P",1,150,236,1,1.07,27,0,28.17,12.61,0.63,56.0234375,2,0,"5",11.67,0,NA,"dm",-14784,0.133333333333333
"12843","2005","09","27","Tuesday",0,"SB",20,1,"P",1.15,100,377.55,39,1,39,0.0187672881,45.03,12,0,69.984375,2,0,"3",127,1,NA,"dm",-14759,0.5
"12844","2005","09","27","Tuesday",0,"SF",18,0,"P",1,548,239.42,4,1,43,0,0,13,0,76.125,2,0,"3",0,1,NA,"dm",-14766,0.166666666666667
