"disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","app_id","app_date"
0,"SO",18,1,"R",1.06,671,35.59,1.12,28.49,15.2066666666667,0.63,18.51,370.7,0.0967416263,70.532421875,1.07,0,11.4966666666665,"5",2.4,-12730,"15FEB2006"
0,"SO",20,1.01,"R",1.01,337,21.3333333333333,1.01,47.13,5.32,1,10.49,316.55,0,51.615390625,1.08,0,-4.29736246587709e-13,"5",2.83,12740,"15FEB2006"
0,"SO",25,2,"R",1.67,300,13,5,319,5.63,4,6.72,483.035,0.5152446348,46.25,2,2,178,"1",2,-12744,"15FEB2006"
160,"SO",19,0.75,"P",1.03,218,11.84,1.05,29.9426666666667,7,0,6,126.64,0.0398917599,44.9453125,1,0,18.2699999999999,"5",0,12738,"15FEB2006"
0,"SG",25,5,"P",1.21,550,8,1.8,16,5,6,7,249,0.055382101,53.4375,1.13,0,86.58,"5",3,-12728,"15FEB2006"
80,"SO",19,0.88,"P",1.08,396.166666666667,11,1,21,7,1.43428571428571,8,122.1575,0,37.640625,1.01,1,0,"3",4,-12725,"15FEB2006"
0,"SO",21,0.86,"R",1.08,573,18.06,1,36.16,6.92,1.38,9.76,351.88,0.543662332,44.90625,1.06,0,5.9199999999997,"5",3.12,12751,"16FEB2006"
1,"SA",20,2,"R",1.03,326.5,25.05,1.12,36.84,8.5375,1,10.73,264.38,0,58.953125,1,0,61.88,"5",0,-12747,"16FEB2006"
1,"SC",23,2,"R",1.33,660,16,2,54.82,6.98,4,9.96,499.926,0.2036677888,34.4609375,1,2,0,"3",3,-12746,"16FEB2006"
300,"SB",24,1.41,"R",1.09,560.5,24.1,1.15,27.86,7.88,0.75,14.83,388.6,0.1117341463,70.84375,1.06,0,28.5499999999998,"5",2.19,-12760,"17FEB2006"
0,"SA",18,0.765,"P",1.16,394.5,11.75,1.06,101.13,6.075,0,14.9,252.13,0,42.5625,2,0,14.4099999999999,"5",1,-12773,"17FEB2006"
0,"SD",22,2,"R",1.16,50,13,1,0,6.85,1.36,10.49,341.88,0.3791450178,40.0703125,1,1,0,"3",0,-12769,"17FEB2006"
0,"SN",28,0,"R",1.14,1122.5,12,3,26,4.96,1,6.12,771.923333333333,0.2962979274,56.21875,1.195,1,0,"3",2.53,-12786,"17FEB2006"
1,"SO",28,1.2,"R",1.05,837.5,24.51,1.09,54.93,4.55,1.5,6.58,408.35,0,30.74609375,1.01,0,54.3799999999998,"5",2.43,12784,"17FEB2006"
0,"SA",21,1,"R",1,476.892857142857,1,1.31,1,9.81,1.12,13.1,282.12,0,51.504453125,2,0,66.87,"5",0,-12774,"17FEB2006"
0,"SO",31,1,"R",2,600,3,1.61,0,7.02,2,6.51,247,0.1689649243,54.40625,2,0,19.4099999999999,"5",0,-12785,"17FEB2006"
500,"SO",18,0.8,"P",1.04,383,9.22,1.04,17.72,15.17,0.76,21.47,65.75,0.0174956095,67.453125,1.11,0,0.0999999999995825,"5",3.04,12783,"17FEB2006"
1,"SJ",22,4,"P",1,2450,3,1,0,10.17,3.17,2,558,0,20.34375,1,1,2197,"3",1.54,-12762,"17FEB2006"
0,"SB",21,3,"R",1.4,777,17,2,24.3966666666667,15,4,7,302.74,0.1580158416,57.3828125,1,1,0,"3",1,12771,"17FEB2006"
0,"SF",18,1,"P",1.02,523,9,1.04,0,8,2,10,134.31,0,64.15625,1.09,0,0.32999999999957,"5",3,12778,"17FEB2006"
220,"SO",18,0.86,"P",1.01,474.25,10.775,1.14,9.22333333333333,14,1,13,39.72,0,88.71875,1.02,0,0.949999999999586,"5",3.17,12765,"17FEB2006"
1,"SO",18,1,"P",1,375.625,3,1.11,0,9,0,25,250.06,0.1959751844,77.578125,1,0,5.19999999999992,"5",1,-12766,"17FEB2006"
0,"SA",22,5,"P",1.2,1430,34,2,26.81,13,6,44,463.29,0,59.5703125,1,2,1136,"3",2,12777,"17FEB2006"
2,"SB",21,1.03,"R",1.05,599,18.66,1,25.27,6.78,1.26,12.13,328.11,0,50.50840625,1.07,0,5.58999999999962,"5",2.89,12789,"18FEB2006"
1,"SD",20,1,"P",1,650,2,1,8.635,14.5025,1.93,24,0,0,53.5390625,1,1,0,"3",1,12790,"18FEB2006"
0,"SF",22,0.93,"R",1.21,473.166666666667,19.77,1.09,67.21,5.4,0.83,9.8775,453.97,0.1872986439,44.703125,1,0,12.6499999999997,"5",0.48,12800,"18FEB2006"
320,"SA",57,1,"H",2.77,7800,17,2,0,27,27,19.89,3967,0.0612941509,42.7109375,1,1,0,"3",2,-12802,"18FEB2006"
1,"SB",36,1,"R",1.51,11700,22,2,1,0,2,1,10571,0.183634778,69.640625,1,2,0,"3",1.08,-12791,"18FEB2006"
0,"SE",17,1,"P",1.45,771.5,24.375,1.6,60.45,3,0,6,1129.37,0.5637928266,35.90625,1.06,0,79.89,"5",1.8,-12793,"18FEB2006"
0,"SG",19,1,"P",1,750,5,1,25.94,8.855,1,6,248,0.0375754478,71.453125,1.02,1,0,"3",2.41,12788,"18FEB2006"
0,"SN",21,2,"P",1.23,100,27,1,106.8725,24,2.68,28,361.87,0.1376527487,54.5625,1.21,1,0,"2",4,-12792,"18FEB2006"
0,"SE",17,1,"P",1.34,706,25.9,1.71,141.19,8,0.28,36,504.35,0.0219039441,31.80078125,1.19,0,72.04,"5",1.41,-12801,"18FEB2006"
0,"SO",22,1.05,"R",1.02,808,19.65,1.05,24.92,3.64,1.15,9.34,436.13,0,51.803828125,1.02,0,4.75999999999963,"4",3.01,12827,"21FEB2006"
0,"SL",19,1,"P",1,2250,3,1,43.5266666666667,27,1,12,1519,0.1852726806,54.3828125,1,1,716,"3",0,12824,"21FEB2006"
0,"SL",23,1.13,"R",1.05,899.5,21.11,1.06,33.21,3.82,1.7,7.43,407.42,0.4678756054,47.671875,1.04,0,13.8399999999998,"5",2.8,12817,"21FEB2006"
1,"SO",22,1.48,"H",1.43333333333333,500,15,3,0,14.46,0,20.05,30,0.0633738074,53.09375,1,2,0,"3",0,12812,"21FEB2006"
0,"SO",20,1,"P",1.11,200,6,2,29.68,0,1.28,7,190.53,0,45.1796875,1,1,64,"3",3,12821,"21FEB2006"
0,"SO",18,0.68,"P",1.22,550.5,15.62,1.17,20.56,13,0.269999999999999,11,99.65,0,96.40625,1.1,0,3.93999999999961,"5",1.69,12828,"21FEB2006"
0,"SO",18,0.903333333333333,"P",1.14,387.5,32.0166666666667,1.03,51.06,1,1,17,470.563333333333,0,58.400185546875,1,0,17.8799999999999,"5",0,12811,"21FEB2006"
0,"SO",18,0,"P",1.14,430.25,28,1,33.52,20,1,18,431.9775,0.3212436456,74.859375,1,1,0,"3",0,-12816,"21FEB2006"
0,"SA",20,3,"P",1.3,1150,8,3,44,13,3.09,36,389.1975,0.1768119116,73.1875,1,3,557,"3",2,-12831,"21FEB2006"
0,"SE",21,1.19,"P",1.41,1900,16,1,65.16,22,0,35,153,0.0683393755,41.1484375,2,1,0,"3",0,-12813,"21FEB2006"
340,"SF",19,3,"P",1.33,514.5,16,1,181,12,2,40,277.97,0.014246964,48.859375,1,1,0,"3",2,-12834,"21FEB2006"
0,"SD",19,1,"R",1.44,740,25.18,1.36,158.67,5.54,0.63,11.86,499.335,0,35.5106640625,1.43,0,31.2999999999999,"4",1.85,-12840,"22FEB2006"
1,"SM",22,1.24,"R",1.04,689.5,34,1,39.38,7.48,1.18,12.04,394.58,0.0919674325,49.8515625,1.04,1,0,"3",2.91,12853,"22FEB2006"
500,"SB",19,3,"P",2,883.5,4,4,0,18,3,12,365.9,0.0152688647,51.875,2,3,0,"3",1,-12843,"22FEB2006"
0,"SA",19,1,"P",1.42,452.5,6,1.43,1986,6,0,23,199.45,0.0042649606,81.5,1.33,0,63.0399999999999,"5",2.28,-12845,"22FEB2006"
0,"SO",21,2,"P",1.22,2400,19,1,0,9,3,34,837,0,95.15625,1.04,1,0,"3",2.48,-12836,"22FEB2006"
0,"SB",18,1,"P",1,336.666666666667,3,1,0,15.425,0.27,19.2075,51.6783333333333,0.0310363825,66.78125,1.02090909090909,1,0,"3",2.03,12867,"23FEB2006"
1,"SA",19,1,"R",1,263.5,5,1,53.1466666666667,9.805,1.02333333333333,18.0536363636364,205.93,0.1887506917,78.515625,1,1,5,"3",1.08,12872,"23FEB2006"
0,"SE",17,1,"P",1.03,309,21.5,1.05,27.77,9.75,0.149999999999999,23.16,220.67,0.0288672356,73.625,1.04,0,10.6199999999998,"5",1.75,-12864,"23FEB2006"
2,"SO",25,1.15,"R",1.1,572.5,27.24,1.24,30.03,6.3,0.78,7.13,400.07,0.0550736779,49.7265625,1.01,0,9.75999999999986,"5",1.34,-12876,"23FEB2006"
1,"SA",18,1,"P",1,286.071428571429,4,1.14,116,7.79,0,22.39,174.47,0.1956641758,75.703125,2,0,15.0899999999999,"5",2,-12868,"23FEB2006"
12000,"FT",23,2.31,"R",1.64,2031.5,19.41,1.98,107.21,5.54,2.92,10,867.37,0,35.5569140625,2,0,614.76,"5",1,-12877,"23FEB2006"
100,"SO",18,0.69,"P",1.02,256.5,13.4316666666667,1,28.51,18,0,23,126.46,0.1554797161,57.390625,1.16,0,0.289999999999537,"5",2.68,12873,"23FEB2006"
300,"FT",18,1,"P",1.36333333333333,486,32.94,1.13,59.37,12.28,0.92,28,473.3,0,15.521484375,1.08,0,24.9199999999998,"5",1.59,12859,"23FEB2006"
1900,"SL",27,6,"R",1.76,3241.5,32.89,1.93,87.66,16.78,6.64,33.3,2671.76,0,52.615166015625,1,0,1687.01,"5",1,12889,"24FEB2006"
1,"SH",21,2,"P",1.18,500,35,1,23.13,16,4,12,260.62,0.0603424339,62.4375,1,1,494,"3",0.97,12881,"24FEB2006"
400,"SC",20,2,"P",1.03,374.5,12.65,1.12,19.9,15.98,1.35,14.39,98.3,0,30.1328125,1.05,0,65.4499999999998,"5",3.02,12888,"24FEB2006"
1000,"SA",27,0.93,"R",2,699.5,2,1,35,8.94,2,18.12,412.36,0,33.265625,2,1,0,"3",1,12880,"24FEB2006"
0,"SK",44,2,"R",2,500,4,2,0,9.84,0,20.536,547.75,0,72.03125,2,1,417,"3",1,12898,"24FEB2006"
140,"SO",20,1.89,"P",1.18,538.25,15.66,1.16,24.8,1,1.28,12.17,245.65,0.0532073223,24.734375,1,0,302.96,"5",2,12893,"24FEB2006"
1,"SF",18,0.59,"P",1.15,297.25,17.22,1.04,50.21,16,0,8,277.043333333333,0.4248228464,65.703125,1.05,0,4.26999999999964,"5",1.91,12894,"24FEB2006"
0,"SB",19,2,"P",1,399,3,1,0,12,1,40,183.43,0,78.96875,1.11545454545455,1,0,"3",2.5,-12902,"24FEB2006"
0,"SO",42,6,"R",1.7,10800.5,10,3,136.15,29,8.42,51,2449.29,0.0143710957,59.4140625,1.4,0,1130.66,"2",4,12892,"24FEB2006"
1,"SH",20,1,"P",1.11,723.5,7,1,42,27,2,93,311.3,0,61.828125,1.14,1,0,"3",2.05,12905,"25FEB2006"
0,"SL",19,0.57,"P",1.06,414.5,19.09,1.01,46.91,0,0.61,8.81,306.7,0.0553501896,57.1015625,1.05,0,5.44999999999956,"5",2.97,12909,"25FEB2006"
0,"SC",23,2.14,"R",1.07,946.5,28.18,1.43,45.34,9.97,0.9,17.15,469.65,0.1067747995,56.1171875,1,0,321.07,"5",2,-12912,"25FEB2006"
5360,"SL",19,1.46,"P",2,2250,4,1,96.315,28,0,13,1520,0.1912024943,54.4921875,3,1,708,"3",0,-12918,"25FEB2006"
0,"SO",22,0.98,"R",1.04,665.5,19.92,1,25.02,6.04,1.69,10.85,326.83,0.0020810461,43.1796875,1.05,0,2.89999999999966,"5",3.15,12941,"28FEB2006"
0,"SA",22,1,"P",1.12,750,14,4,36.33,19,6,62,373,0,82.40625,1.06,1,0,"3",2.222,12951,"28FEB2006"
500,"SB",29,1,"R",1.28,1017.5,21.9,1.14,54.08,5.43,1.52,7.78,518.1,0.0822098788,15.03515625,1.03,0,52.6899999999998,"5",1.56,12927,"28FEB2006"
0,"SA",21,1,"R",1.08,466,26.76,1.14,28.09,9.28,0.62,12.37,419.86,0,52.6704296875,1.05,0,9.57999999999986,"4",1.91,-12932,"28FEB2006"
0,"SO",51,1.69,"R",1.465,300,12,1,0,14.99,4.27,36.4025,0,0.1994057945,67.734375,1.19,1,0,"3",4,12947,"28FEB2006"
300,"SO",20,1.28,"P",1.02,498.5,26,1,16.3,8.61,0,3,121.28,0,45.90234375,1.06,1,0,"3",2.7,12943,"28FEB2006"
400,"SO",18,0.91,"P",1.18,473.5,12,1.34,0,5,1,9,442.13,0.0029683089,23.84375,1,0,48.28,"5",0,-12925,"28FEB2006"
0,"SC",17,0,"P",1.1,381,26.1558333333333,1.06,26.325,19,0,15,360.56,0.0431875627,56.1328125,1,0,14.0499999999999,"5",0,-12926,"28FEB2006"
0,"SO",22,1,"P",1.21,763,17,1,40,9,4,41,323.78,0,82.4375,1.06,1,0,"3",2.85,-12937,"28FEB2006"
1,"SO",23,4,"P",2,1350,2,1,118.82,17,3.66,45,504.47,0.0157850119,75.578125,3,1,568,"3",1,-12929,"28FEB2006"
1,"SO",18,1,"P",1.19,600,8,1,0,14,1,53,104.16,0,84.40625,1,1,0,"3",1,12931,"28FEB2006"
0,"SA",19,3,"P",1.21,869.5,17,1,37.23,8.63,3,2,450.29,0.0435352881,63.1640625,1,1,1145,"3",0.91,12969,"01MAR2006"
760,"SB",23,1.15,"R",1.19,732,21.59,1.33,52.96,3.6,1.56,7.09,497.94,0,47.8555078125,1.15,0,24.2299999999999,"4",2.36,-12954,"01MAR2006"
400,"SA",48,1.21,"H",1.29,1300,28,1,38.8,8.5,4.92,8.06,1148,0.0568858505,54.640625,1,1,121,"3",0,-12961,"01MAR2006"
1,"SD",25,1.03,"R",1.08,2165,34,1,84.91,0,0,8.37,921.96,0.2177436929,47.7734375,1.07,1,0,"3",2.73,12960,"01MAR2006"
320,"SB",23,2.04,"R",2,3300,1,3,68.55,12.88,3.5025,20.4,1,0.0857732503,57.3515625,3,3,1150,"3",0,-12959,"01MAR2006"
0,"SC",22,1.08,"P",1.11,1118.5,40,1,112.63,6.89,6,3,740.72,0.3397561144,51.5859375,1.15333333333333,1,0,"3",2.32,12967,"01MAR2006"
460,"SB",20,1.67,"R",1.07,522,17.7,1.12,14.45,9.77,1.528,14.64,189.83,0,49.18771484375,1.04,0,24.5499999999997,"4",2.78,12986,"02MAR2006"
1,"SO",21,1,"P",1.04,644,28,1,25.7,1,2.15333333333333,10.13,277.17,0.2792549562,57.7890625,1.03,1,0,"3",3.12,12980,"02MAR2006"
0,"SF",18,1,"R",1.24,578.5,30.06,1.23,107.88,5.58,0.38,11.67,474.95,0,33.430751953125,1.3,0,41.8899999999999,"4",2.14,-12983,"02MAR2006"
0,"SO",20,2,"P",1.09,447,11,1,9.42,12.77,3,15.08,154.733333333333,0.1312226695,57.65625,1.02,1,0,"3",3.02,-12991,"02MAR2006"
500,"SO",19,1.04,"P",1.06,571,12.16,1.06,12.98,6,1,2,112.65,0,49.5625,1.07,0,5.4499999999996,"5",3.14,12988,"02MAR2006"
200,"SO",18,0.66,"P",1.05,227.875,17,1,30.4566666666667,6,0,14,93.38,0,73.671875,1.02,1,0,"3",2.345,12972,"02MAR2006"
0,"SG",19,1,"P",1.17,1030,27,1,18.87,20,1,34,363.65,0.106863359,56.984375,1,1,0,"3",1,-12978,"02MAR2006"
0,"SO",28,0.98,"R",1.34,903,22.89,1.27,41.01,6.18,2.94,7.63,326.53,0.2887439728,31.25,1.07,0,30.1099999999999,"5",1.78,13014,"03MAR2006"
1000,"SK",25,1.3,"P",1.12,1674.5,6,1.39,0,14.94,4.03,23.9925,674.14,0.1950869532,59.0625,1.14,0,65.1299999999999,"5",2.69,13004,"03MAR2006"
0,"SO",61,1.3,"H",3.6,8304,30.96,2.83,216.88,17.37,15.3,26.17,4123.3,0,62.997255859375,2.99,0,832.23,"4",0.91,-12993,"03MAR2006"
5000,"SO",61,2.82,"H",1.77,14377,34.37,2.46,193.62,15.63,11.96,32.05,5681.82,0,55.416259765625,1.59,0,704.75,"4",2.07,12997,"03MAR2006"
5000,"SO",61,2.82,"H",1.77,14377,34.37,2.46,193.62,15.63,11.96,32.05,5681.82,0,55.416259765625,1.59,0,704.75,"4",2.07,13002,"03MAR2006"
0,"SB",20,1.47,"R",1.08,438.5,28.17,1.12,40.73,8.7,0.57,15.48,355.7,0.139196753,57.3515625,1.06,0,9.00999999999983,"5",2.1,-13012,"03MAR2006"
5000,"SO",61,1.64,"H",3.67,8934.5,36.14,2.75,269.46,17.2,15.01,27.64,3996.86666666667,0,62.24888671875,3.42,0,972.98,"4",1,-13022,"03MAR2006"
1,"SO",29,1.02,"R",1.02,1334.28571428571,21.49,1.02,29.99,3.47,1.15,6.67,685.88,0,52.3655859375,1.03,0,1.89999999999976,"4",2.87,13030,"03MAR2006"
0,"SC",30,2,"R",3,1250,4,1,46,10.3,0,16.64,0,0.5863783397,53.1484375,2,1,253,"3",1,-13025,"03MAR2006"
0,"SB",22,1,"P",1.49,750,26,1.53,0,7.33,2.65,2,465,0.1889805612,15.06640625,1,0,243.57,"5",1,-13000,"03MAR2006"
900,"SN",26,0.67,"P",1.55,1948,36,1.83,128.515,14.29,7.72,6,811.65,0.0331423596,45.5859375,2,0,145.62,"5",1,13008,"03MAR2006"
2,"SA",19,1,"P",1.01,425,42,1,43.53,11,1,7,189.87,0.1531730187,56.2265625,1.04,1,0,"3",2.3,13019,"03MAR2006"
0,"SF",21,2,"P",1.15,400,18,1,0,28,4,15,194.01,0.0639658205,62.8984375,1.04,1,0,"3",2.084,13037,"04MAR2006"
0,"SO",24,1,"R",1.07,490,27.5316666666667,1.1,37.92,7.84,0.51,10.95,577.613333333333,0.3180511519,59.09375,1.07,0,1.18999999999981,"5",2.33,-13035,"04MAR2006"
320,"SB",29,6,"R",1.36,1233,27.35,1.47,33.44,9.22,2.85,15.99,604.95,0.1085038448,35.9609375,1,0,854.99,"5",0,13038,"04MAR2006"
1380,"SF",31,1,"R",3,200,9,2,200,14.8266666666667,9,19.71,279,0,42.609375,3,0,130.74,"5",0,-13036,"04MAR2006"
1,"SM",21,1,"R",1.03,558,42,1,47.95,10.95,0,19.91,401.54,0.0362972912,64.109375,1.07,1,0,"3",2.96,13081,"07MAR2006"
1,"SA",24,1.05,"R",1.2,650.5,23.42,1.22,54.55,4.88,1.04,10.4,421.74,0.0374932459,10.396484375,1.03,0,35.4599999999998,"5",1.79,13059,"07MAR2006"
0,"SO",21,1,"P",1.11,554.5,26,1.22,46.33,7.49,2.07,14.25,407.86,0,58.916826171875,1.08,0,21.9899999999998,"4",2.32,-13072,"07MAR2006"
0,"SO",27,1.25,"R",3,1013,4,1,0,6.965,2.72,9.73,432.94,0,19.09765625,1,1,0,"3",2,-13058,"07MAR2006"
800,"SO",18,0.78,"P",1.19,567.5,11,1,73.28,7.97,0.45,19.29,413.875,0.364006076,65.265625,2,1,0,"3",0,-13050,"07MAR2006"
0,"SL",26,1,"R",2,771,4,2,95.2844444444444,4.34,0.985,8.75,458.8,0.1241189241,34.5703125,3,1,0,"3",1,-13066,"07MAR2006"
800,"SO",39,0.73,"R",1.39,655,16,10,121,3.94,3.25,7.2,806.1,0.1434302046,54.484375,2,0,42.47,"5",0,-13052,"07MAR2006"
200,"SB",20,2,"P",1,515,2,2,33.12,1,1,4,362.91,0.0144516969,51.5078125,2,1,0,"3",1,-13073,"07MAR2006"
1,"SG",21,2,"P",1.08,350,7,2,16.37,15,5,12,32,0,67.109375,1,2,0,"3",2.214,13064,"07MAR2006"
0,"SF",21,2,"P",1.27,1773,21,3,0,15,5,25,779.985,0.3459477508,62.3515625,1,3,0,"2",0,-13070,"07MAR2006"
0,"SH",25,1,"P",1.13,400,12,2,80,18,7,27,838.58,0.2401927267,53.7109375,1,1,77,"3",2.21,-13077,"07MAR2006"
200,"SL",22,6,"P",1.39,2300,10,3,1,15,5,46,1,8.06299e-05,72.359375,1,3,0,"3",3,13068,"07MAR2006"
420,"SN",26,1,"R",2,1400,3,1,95.51,10.65,0,24.81,1,0.2844690774,55.6015625,2,1,0,"3",1,13093,"08MAR2006"
520,"SL",20,1.24,"R",1.12,543,20.79,1.37,77.02,2.97,0.8,9.09,409.49,0,39.541171875,1.12,0,23.2699999999999,"4",2.07,-13090,"08MAR2006"
1200,"SB",26,2,"R",1.16,950,19,2,56.2,4.36,0,9.04,712.975,0.1051525527,47.9296875,1,2,776,"3",1.72,-13098,"08MAR2006"
0,"SK",19,1,"P",1.1,1150,8,1,30.72,7,0,25,391.47,0.0633335884,76.515625,1,1,93,"3",3,-13105,"08MAR2006"
1,"SO",21,3,"P",1.32,786.5,35,2,9.21,23,4,21,125.46,0.012891618,69.9375,1.01,1,0,"3",1.86,13119,"09MAR2006"
1740,"SB",28,2,"R",1.28,1711.5,20.17,1.53,33.98,13.89,4.34,36.29,1417.54,0.0405137482,65.359375,1.07,0,567.01,"5",3,13111,"09MAR2006"
1,"SM",21,1.07,"R",1.03,894.5,16.74,1,38.29,5.64,1.46,9.52,488.42,0,35.65625,1.08,0,-2.532374310249e-13,"5",2.86,13123,"09MAR2006"
900,"SN",22,1.6,"P",1.24,900,11,3,45,10.71,3.13375,18.635,496,0,52.2578125,1,2,0,"3",4,13110,"09MAR2006"
1,"SL",21,3,"P",1.3,950,27,1.56,18.7,29,4.44,20,0,0,53.6171875,1.06,0,173.11,"5",2.03,13120,"09MAR2006"
0,"SC",19,1,"P",1,536,12.77,1.03,6.64333333333333,13,2,6,92.74,0,43.703125,1.02,0,7.19999999999957,"5",3.18,13134,"10MAR2006"
0,"SO",36,0.74,"R",1.24,1031.5,29.2275,1.23,95.03,7.93,2.39,11.17,534.71,0.8061214946,54.7578125,1.11,0,128.78,"5",1.72,13127,"10MAR2006"
1,"SO",20,1.03,"R",1.09,379,29.4433333333333,1.02,62.38,4.99,1.14,7.07,360.28,0,25.109375,1.09,0,6.41999999999963,"5",2.44,13133,"10MAR2006"
1,"SO",19,0.89,"R",1.02,322.75,26.11,1,52.89,5.66,0.79,12.2255555555556,296.6,0,56.5465234375,1.06,0,-4.40820713265566e-13,"4",2.53,13146,"10MAR2006"
0,"SB",26,2,"R",1.17,100,33,2,0,5.36,2.425,2,421.35,0.1152581973,55.71875,1.1,1,0,"3",2.65,-13139,"10MAR2006"
0,"SA",20,2,"P",2,889.5,4,1,50,4,2,11,330.01,0.3884398956,70.171875,1,0,275.058,"5",2,-13126,"10MAR2006"
200,"SH",18,0.71,"P",1.02,668,11,1,9.94,17.57,0.65,18,134.618571428571,0.4155973718,47.9609375,1.09,1,0,"3",4,13130,"10MAR2006"
500,"SA",22,2,"R",1.06,494.5,24.67,1.13,24.34,6.14,0.77,10.218,328.46,0.1281675329,57.515625,1.01,0,65.4399999999999,"5",1.37,-13170,"11MAR2006"
0,"SO",19,1,"R",1.03,306.5,33,1,32.18,7.01,0,10.63,154.49,0,56.984375,1.05,1,0,"3",2.56,13160,"11MAR2006"
860,"SK",18,0.83,"P",1.36,965,33.2208441558442,1.24,76.205,14,0,5,508.32,0.0841641081,75.625,1.1,0,93.6399999999999,"5",1.57,13162,"11MAR2006"
0,"SO",18,0.73,"P",1,350.666666666667,10.99,1.02,18.83,25,0.13,18,68.25,0.090382684,38.90625,1.05,0,-4.65547600470018e-13,"5",2.93,13165,"11MAR2006"
1,"SC",24,1,"P",1.93,50,7,1,1,2,3,18,318.94,0,57.296875,3,1,0,"3",1,-13161,"11MAR2006"
0,"SE",19,1,"P",3,600,4,4,78.51,11.4,1.2,30.11,514.98,0.0792647812,50.4296875,1,4,975,"3",2,13197,"14MAR2006"
0,"SA",19,1,"P",1.03,298.625,33,1.03,41.065,10.2533333333333,1.65,2,149.95,0,52.4140625,1.08,0,-4.58726390206721e-13,"5",2.64,13198,"14MAR2006"
100,"SF",32,1.23,"R",1.04,1358,24.74,1.18,54.91,6.2,1.58,9.52,613.59,0,61.453125,1.02,0,47.4699999999999,"5",2.27,13200,"14MAR2006"
200,"SE",16,0.72,"P",1.58,786,19.27,2.33,149.49,8.01,1.94,15.15,754.82,0.2108618892,56.6328125,2,0,95.39,"5",0,-13180,"14MAR2006"
60,"SO",18,0.31,"P",1,267.125,2,1.24,26.07,15,1,15,71.73,0.2150154407,73.75,1,0,21.89,"5",2,13189,"14MAR2006"
0,"SD",22,0,"P",1.085,1082.58333333333,34,1,26.94,19,4,17,484.36,0,74.65625,1,1,3,"3",1.35,-13188,"14MAR2006"
0,"SO",18,0,"P",1.01,253.75,15.01,1.08,25.17,5,0,24,116.82,0,77.640625,1,0,6.68999999999987,"5",0,-13175,"14MAR2006"
1000,"SB",22,1.69,"P",1.15,792,12,1,44.05,3,2.67,32,437.98,0.3510379214,62.1328125,1.03,1,0,"3",3,13192,"14MAR2006"
0,"SA",20,2,"P",1.03,610.5,30,1,18.015,17,1.69,44,94.69,0,96.453125,1.08,1,0,"3",2.744,13195,"14MAR2006"
0,"SO",17,0.48,"P",1.1,3526.5,38.13,1.22,49.105,14.73,15,18.28,820.35,0.0020939443,30.05859375,1.04,0,13.9799999999998,"5",2.86,13224,"15MAR2006"
0,"SG",20,1,"R",1.08,644.5,53,1,50.53,0,1.19,13,619.286666666667,0,66.109375,1.01,1,0,"3",2.74,13221,"15MAR2006"
0,"SK",24,1,"P",1.27,300,104,2,63.05,3,2,13,511.95,0.0161219474,69.453125,1,1,329,"3",0,13218,"15MAR2006"
640,"SM",27,1,"R",1.37,1246,29.57,1.32,45.13,5.5,2.89,13.54,578.22,0.6309430525,31.578125,1.05,0,120.75,"5",1.76,13216,"15MAR2006"
500,"SN",21,2.21,"P",1.64,2402.5,20.51,2.42,106.693333333333,11.19,4.11,16.11,1383.02,0,29.26953125,1,0,1110.98,"5",0,-13231,"15MAR2006"
0,"SK",20,1,"R",1,1650,5,1,39.87,14.235,1.76,20.25,526,0.0830160521,70.703125,2,1,995,"2",1,-13211,"15MAR2006"
1000,"SB",22,1.66,"H",1.51,2228.5,18,1,0,10.93,2.93,19.65,555.02,0.0371946571,52.7421875,2,1,0,"3",0,13227,"15MAR2006"
0,"SL",24,1,"P",1.21,1900,7,1,0,10,3.7,16,565.965,0.3211003179,34.8203125,1,1,577,"3",3,-13223,"15MAR2006"
0,"SO",20,1,"P",1.13,1450,8,2,1,20,3,25,436.235,0.0660861819,46.7578125,1,2,423,"3",1,-13217,"15MAR2006"
0,"SB",18,0.66,"P",1.02,458.25,16.7843939393939,1.04,14.26,16.59,0.34,27.66,74.7685714285714,0,68.24328125,1.04,0,-4.9595882956055e-13,"4",2.717,13234,"16MAR2006"
1,"SL",21,1,"P",1.04,250,9,1.34,55,2,1,10.58,248,0.0226550392,24.671875,1.12,0,38.8099999999998,"5",2.61,-13232,"16MAR2006"
1,"SL",23,4,"R",1.5,3401,34,1.57,0,10.22,3.51,14.37,1060.82,0.0697380563,12.177734375,1,0,1471.52,"5",1,-13261,"16MAR2006"
0,"SF",19,1,"P",1,600,5,2,134,11.745,1,32.134,361.84,0.0263811749,75.796875,2,2,535,"3",2,-13249,"16MAR2006"
0,"SO",41,1,"R",1.36,718,19,2.85,134.11,3.49,3.21,6.37,1247.69,0.4300949741,35.9453125,1,0,138.95,"5",1,-13263,"16MAR2006"
300,"SM",20,1.74,"P",1.14,728.75,22,2,11.94,16,3,6,112.145714285714,0,65.109375,1,2,0,"3",1.6,13255,"16MAR2006"
0,"SH",19,2,"P",1.26,751,25.79,1.46,28.962,9.71,1,10,424.13,0.3648745529,88.390625,1,0,264.7,"5",2,-13235,"16MAR2006"
